Id,Section,ui,Label,Enumeration,Notes,pattern,min,max,Branching_Logic,Unit,CDE_Reference,source_file,source_directory
symptoms_child_6_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, has your child had any of the following symptoms? (Loss of taste or smell)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_child_7_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, has your child had any of the following symptoms? (Eye infection)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_child_8_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, has your child had any of the following symptoms? (Other)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_other_child_18,CRISIS_Health Status Child Survey,text,Please describe your child's other symptom(s),,18mo CRISIS_Health Status Survey,,,,[symptoms_child(8)] = '1',s,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_family_child_1_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, has anyone in your child's family been diagnosed with Coronavirus/COVID-19? (Yes, member of household)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_family_child_2_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, has anyone in your child's family been diagnosed with Coronavirus/COVID-19? (Yes, non-household member)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_family_child_0_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, has anyone in your child's family been diagnosed with Coronavirus/COVID-19? (No)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_child_1_18,CRISIS_Health Status Child Survey,radio,"During the past TWO WEEKS, have any of the following happened to your child's family members because of Coronavirus/COVID-19? (Fallen ill physically)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_child_2_18,CRISIS_Health Status Child Survey,,"During the past TWO WEEKS, have any of the following happened to your child's family members because of Coronavirus/COVID-19? (Hospitalized)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_child_3_18,CRISIS_Health Status Child Survey,,"During the past TWO WEEKS, have any of the following happened to your child's family members because of Coronavirus/COVID-19? (Put into self-quarantine with symptoms)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_child_4_18,CRISIS_Health Status Child Survey,,"During the past TWO WEEKS, have any of the following happened to your child's family members because of Coronavirus/COVID-19? (Put into self-quarantine without symptoms (e.g., due to possible exposure))","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_child_5_18,CRISIS_Health Status Child Survey,,"During the past TWO WEEKS, have any of the following happened to your child's family members because of Coronavirus/COVID-19? (Lost or been laid off from job)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_child_6_18,CRISIS_Health Status Child Survey,,"During the past TWO WEEKS, have any of the following happened to your child's family members because of Coronavirus/COVID-19? (Reduced ability to earn money)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_child_7_18,CRISIS_Health Status Child Survey,,"During the past TWO WEEKS, have any of the following happened to your child's family members because of Coronavirus/COVID-19? (Passed away)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
covid_impact_child_0_18,CRISIS_Health Status Child Survey,,"During the past TWO WEEKS, have any of the following happened to your child's family members because of Coronavirus/COVID-19? (None of the above)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
worried_infected_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how worried has your child been about being infected?","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
worried_othersinfected_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how worried has your child been about friends or family being infected?","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
worried_physical_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how worried has your child been about his/her Physical health being influenced by Coronavirus/COVID-19?","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
worried_mental_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how worried has your child been about his/her Mental/Emotional health being influenced by Coronavirus/COVID-19?","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
readingtalking_child_18,CRISIS_Health Status Child Survey,radio,"How much is your child asking questions, reading or talking about Coronavirus/COVID-19?","1, Never|2, Rarely|3, Occasionally|4, Often|5, Most of the time",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
positivechange_child_18,CRISIS_Health Status Child Survey,radio,Has the Coronavirus/COVID-19 crisis in your area led to any positive changes in your child's life?,"0, None|1, Only a few|2, Some",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
positivechange_specify_child_18,CRISIS_Health Status Child Survey,text,Please specify:,,18mo CRISIS_Health Status Survey,,,,[positivechange_child] = '2' and [positivechange_child] = '3',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
schoolclosed_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, has your child's school building been closed? 
","1, Yes|0, No|2, Not Applicable",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
class_insession_child_18,CRISIS_Health Status Child Survey,radio,Are classes in session?,"1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,[schoolclosed_child] = '0',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
class_inperson_child_18,CRISIS_Health Status Child Survey,radio,Are they attending classes in-person?,"1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,[schoolclosed_child] = '0',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
onlineclasses_child_18,CRISIS_Health Status Child Survey,radio,Have classes resumed online?,"1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,[schoolclosed_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
internet_access_child_18,CRISIS_Health Status Child Survey,radio,Do they have easy access to the internet and a computer?,"1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,[schoolclosed_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
assignments_child_18,CRISIS_Health Status Child Survey,radio,Are there assignments for them to complete?,"1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,[schoolclosed_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
meals_school_child_18,CRISIS_Health Status Child Survey,radio,Are they able to receive meals from the school?,"1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,[schoolclosed_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
current_restrictions_child_18,CRISIS_Health Status Child Survey,radio,"In the PAST TWO WEEKS, has the area where your child lives had restrictions due to Covid? (limited number of people at gatherings, no close contact, sheltering at home, etc.)","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
inpersonconvo_child_18,CRISIS_Health Status Child Survey,text,"How many people, from outside of your household, has your child had an in-person conversation with? (if none, enter '0')",,18mo CRISIS_Health Status Survey,number,,,[current_restrictions_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
timeoutside_child_18,CRISIS_Health Status Child Survey,radio,"How much time has your child spent going outside of the home (e.g., going to stores, parks, etc.)?

","1, Not at all|2, 1-2 days per week|3, A few days per week|4, Several days per week|5, Every day",18mo CRISIS_Health Status Survey,,,,[current_restrictions_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_stress_child_18,CRISIS_Health Status Child Survey,radio,"How stressful have the restrictions on leaving home been for your child?

","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",18mo CRISIS_Health Status Survey,,,,[current_restrictions_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_outside_contacts_child_18,CRISIS_Health Status Child Survey,radio,Has your child's contacts with people outside of your home changed relative to before the Coronavirus/COVID-19 crisis in your area?,"1, A lot less|2, A little less|3, About the same|4, A little more|5, A lot more",18mo CRISIS_Health Status Survey,,,,[current_restrictions_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_distancing_child_18,CRISIS_Health Status Child Survey,radio,"How much difficulty has your child had following the recommendations for keeping away from close contact with people?

","1, None|2, A little|3, Moderate|4, A lot|5, A great amount",18mo CRISIS_Health Status Survey,,,,[current_restrictions_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_family_child_18,CRISIS_Health Status Child Survey,radio,"Has the quality of the relationships between your child and members of his/her family changed? 

","1, A lot worse|2, A little worse|3, About the same|4, A little better|5, A lot better",18mo CRISIS_Health Status Survey,,,,[current_restrictions_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_family_stress_child_18,CRISIS_Health Status Child Survey,radio,"How stressful have these changes in family contacts been for your child?



","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",18mo CRISIS_Health Status Survey,,,,[current_restrictions_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_friends_child_18,CRISIS_Health Status Child Survey,radio,"Has the quality of your child's relationships with his/her friends changed?




","1, A lot worse|2, A little worse|3, About the same|4, A little better|5, A lot better",18mo CRISIS_Health Status Survey,,,,[current_restrictions_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_friends_stress_child_18,CRISIS_Health Status Child Survey,radio,"How stressful have these changes in social contacts been for your child?



","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",18mo CRISIS_Health Status Survey,,,,[current_restrictions_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restrictions_events_child_18,CRISIS_Health Status Child Survey,radio,"How much has cancellation of important events (such as graduation, prom, vacation, etc.) in your child's life been difficult for him/her?


","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",18mo CRISIS_Health Status Survey,,,,[current_restrictions_child] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
finance_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, to what degree have changes related to the Coronavirus/COVID-19 crisis in your area created financial problems for you or your family?","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
concern_housing_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, to what degree is your child concerned about the stability of your living situation?


","1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
concern_food_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, did your child worry whether your food would run out because of a lack of money? 


","1, Yes|0, No",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
hopeful_covid_end_child_18,CRISIS_Health Status Child Survey,radio,How hopeful is your child that the Coronavirus/COVID-19 crisis in your area will end soon?,"1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely|96, The crisis has ended in my area",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
bed_weekday_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, on average, what time did your child go to bed on WEEKDAYS?
","1, Before 8 pm|2, 8 pm - 10 pm|3, 10 pm - 12 am|4, After midnight",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
bed_weekend_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, on average, what time did your child go to bed on WEEKENDS?
","1, Before 8 pm|2, 8 pm - 10 pm|3, 10 pm - 12 am|4, After midnight",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
sleephrs_weekday_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, on average, how many hours per night did your child sleep on WEEKDAYS?
","1, < 6 hours|2, 6-8 hours|3, 8-10 hours|4, >10 hours",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
sleephrs_weekend_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, on average, how many hours per night did your child sleep on WEEKENDS?
","1, < 6 hours|2, 6-8 hours|3, 8-10 hours|4, >10 hours",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
exercise_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how many days per week did your child exercise (e.g., increased heart rate, breathing) for at least 30 minutes?","1, None|2, 1-2 days|3, 3-4 days|4, 5-6 days|5, Daily",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
outdoorsprior_2_a9c5da_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how many days per week did your child spend time outdoors?


","1, None|2, 1-2 days|3, 3-4 days|4, 5-6 days|5, Daily",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
worry_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how worried was your child generally?


","1, Not worried at all|2, Slightly worried|3, Moderately worried|4, Very worried|5, Extremely worried",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
sad_happy_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how happy versus sad was your child?


","1, Very sad/depressed/unhappy|2, Moderately sad/depressed/unhappy|3, Neutral|4, Moderately happy/cheerful|5, Very happy/cheerful",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
relax_anxious_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how relaxed versus anxious was your child?","1, Very relaxed/calm|2, Moderately relaxed/calm|3, Neutral|4, Moderately nervous/anxious|5, Very nervous/anxious",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
restless_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how fidgety or restless was your child?","1, Not fidgety/restless at all|2, Slightly fidgety/restless|3, Moderately fidgety/restless|4, Very fidgety/restless|5, Extremely fidgety/restless",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
tired_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how fatigued or tired was your child?","1, Not fatigued or tired at all|2, Slightly fatigued or tired|3, Moderately fatigued or tired|4, Very fatigued or tired|5, Extremely fatigued or tired",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
focus_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how well was your child able to concentrate or focus?","1, Very focused/attentive|2, Moderately focused/attentive|3, Neutral|4, Moderately unfocused/distracted|5, Very unfocused/distracted",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
irritable_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how irritable or easily angered was your child?","1, Not irritable or easily angered at all|2, Slightly irritable or easily angered|3, Moderately irritable or easily angered|4, Very irritable or easily angered|5, Extremely irritable or easily angered",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
lonely_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how lonely was your child?","1, Not lonely at all|2, Slightly lonely|3, Moderately lonely|4, Very lonely|5, Extremely lonely",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
media_tv_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how much time per day did your child spend watching TV or digital media (e.g., Netflix, YouTube, web surfing)? 
","1, No TV or digital media|2, Under 1 hour|3, 1-3 hours|4, 4-6 hours|5, More than 6 hours",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
media_social_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how much time per day did your child spend using social media (e.g., Facetime, Facebook, Instagram, Snapchat, Twitter, TikTok)?
","1, No social media|2, Under 1 hour|3, 1-3 hours|4, 4-6 hours|5, More than 6 hours",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
media_games_child_18,CRISIS_Health Status Child Survey,radio,"During the PAST TWO WEEKS, how much time per day did your child spend  playing video games?
","1, No video games|2, Under 1 hour|3, 1-3 hours|4, 4-6 hours|5, More than 6 hours",18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
other_concern_child_18,CRISIS_Health Status Child Survey,text,Please describe anything else that concerns you about the impact of Coronavirus/COVID-19 on your child.,,18mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
adult_survey_age_24,CRISIS_Health Status Adult Survey,calc,Age survey completed,"round(datediff([baseline_arm_1][dob],[sixmo_self_survey_completed],'M','ymd'),0)",24mo CRISIS_Health Status Survey,,,,,months,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
vaccine_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, have you received the Covid-19 vaccine?","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,," ",,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
vaccine_type_24,CRISIS_Health Status Adult Survey,radio,What vaccine did you receive?,"1, Pfizer|2, Moderna|3, J&J|99, Other",24mo CRISIS_Health Status Survey,,,,[vaccine]='1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
vaccine_type_other_24,CRISIS_Health Status Adult Survey,text,Describe other vaccine that you received,,24mo CRISIS_Health Status Survey,,,,[vaccine_type] = '99',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
vaccine_side_effects_24,CRISIS_Health Status Adult Survey,radio,Have you experienced any side-effects from the vaccine?,"1, Yes|0, No|96, Don't know",24mo CRISIS_Health Status Survey,,,,[vaccine]='1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
side_effect_status_24,CRISIS_Health Status Adult Survey,radio,Do you still have the side effect(s)? (1st dose),"1, Yes|0, No|96, Don't know",24mo CRISIS_Health Status Survey,,,,[vaccine_side_effects] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
vaccine_side_effects_2_24,CRISIS_Health Status Adult Survey,radio,Have you experienced any side-effects from the 2nd vaccine dose?,"1, Yes|0, No|96, Don't know",24mo CRISIS_Health Status Survey,,,,[event-name][vaccine_date_2] <> '',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
side_effect_status_2_24,CRISIS_Health Status Adult Survey,radio,Do you still have the side effect(s)? (2nd dose),"1, Yes|0, No|96, Don't know",24mo CRISIS_Health Status Survey,,,,[vaccine_side_effects_2] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
vaccine_side_effects_booster_24,CRISIS_Health Status Adult Survey,radio,Have you experienced any side-effects from the booster vaccine?,"1, Yes|0, No|96, Don't know",24mo CRISIS_Health Status Survey,,,,[vaccine_date_booster]<>'',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
side_effect_status_booster_24,CRISIS_Health Status Adult Survey,radio,Do you still have the side effect(s)? (booster),"1, Yes|0, No|96, Don't know",24mo CRISIS_Health Status Survey,,,,[vaccine_side_effects_booster] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_1_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Tested positive for Covid)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_2_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with heart disease)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_3_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with lung disease)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_4_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with kidney disease)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_5_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with eye disease)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_6_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had a stroke)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_7_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had trouble remembering things)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_8_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had trouble concentrating)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_9_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had new or continued loss of sense of taste or smell)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_10_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had pain in your joints or muscles)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_11_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Felt tired or weak a lot)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_12_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had trouble being active because you were tired or had a hard time breathing)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_13_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Had red, swollen, or irritated eyes not due to allergies)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
new_diag_symptoms_0_24,CRISIS_Health Status Adult Survey,radio,"In the PAST SIX MONTHS, has you experienced any of the following (Nothing new to report)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
exposed_1_24,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (Yes, someone with positive test)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
exposed_2_24,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (Yes, someone with medical diagnosis)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
exposed_3_24,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (Yes, someone with possible symptoms, but no diagnosis by doctor)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
exposed_4_24,CRISIS_Health Status Adult Survey,radio,"During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (No, not to my knowledge)","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
infected_24,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you been suspected of having Coronavirus/COVID-19 infection?","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_1_24,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had a fever","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_2_24,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had a cough","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
symptoms_3_24,CRISIS_Health Status Adult Survey,radio,"During the past TWO WEEKS, have you had shortness of breath","1, Yes|0, No",24mo CRISIS_Health Status Survey,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
