variable_name,label,source_file,source_directory
treatment_tracheo,New tracheostomy,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
treatment_vasoactive,Vasoactive medications,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
treatment_yr,Has this problem lasted or is it expected to last for at least 12 months?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
true_negatives,True Negatives (TN). The number of subjects/specimens with true negative test results.,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
true_positives,True Positives (TP). The number of subjects/specimens with true positive test results,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
trust_coll_2,People you go to work or class with or other people you know,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
trust_cortf_2,The U.S. Coronavirus Task Force,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
trust_doc_2,Your doctor or health care provider,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
trust_fam_2,Your close friends and members of your family,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
trust_flead_2,Your faith leader,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
trust_news_2,"News on the radio, TV, online, or in newspapers",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
trust_social_2,Your contacts on social media,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
trust_usgov_2,The U.S. government,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
ts__created,Local timestamp of survey,data_dictionary.xlsx [LSFS - Risk_Factor].csv,RADx-DHT
ts__created,Timestamp for survey,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
tss,,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source
tss,"Total suspended solids of raw (or, if unavailable, post-grit removal) wastewater",RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
turnaround_time,TAT,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
type,,data_dictionary.xlsx [Fitbit Intraday Sleep].csv,RADx-DHT
Type,,GoogleFitSamples_datadictionary.csv,RADx-DHT
Type,,SurveyResults_datadictionary.csv,RADx-DHT
type_health_insurance__employer,Which of the following types of health insurance do you currently have?,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
type_health_insurance__government,Which of the following types of health insurance do you currently have?,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
type_health_insurance__medicare,Which of the following types of health insurance do you currently have?,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
type_health_insurance__military,Which of the following types of health insurance do you currently have?,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
type_health_insurance__not_sure,Which of the following types of health insurance do you currently have?,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
type_health_insurance__other,Which of the following types of health insurance do you currently have?,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
type_health_insurance__purchased_directly,Which of the following types of health insurance do you currently have?,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
type_health_insurance__va,Which of the following types of health insurance do you currently have?,data_dictionary.xlsx [C19EX - Health History Survey].csv,RADx-DHT
type_mask,Which type of mask do you usually wear outside the home?,survey_data_dictionary_origcopy.csv - Home Visits and Mask Type.csv,RADx-DHT
type_of_test__blood,What type of test(s) did you take?,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
type_of_test__blood_test,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
type_of_test__dont_know,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
type_of_test__dont_know,What type of test(s) did you take?,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
type_of_test__nasal_swab,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
type_of_test__nasal_swab,What type of test(s) did you take?,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
type_of_test__no_test_only_symptoms,What type of test(s) did you take?,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
type_of_test__not_answered,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
type_of_test__other,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
type_of_test__other,What type of test(s) did you take?,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
type_of_test__spit_tube,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
type_of_test__spit_tube,What type of test(s) did you take?,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
type_of_test__symptoms_only,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
type_of_test__throat_swab,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
type_of_test__throat_swab,What type of test(s) did you take?,data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
type_test,"""Was it a test for active infection (virus) or past infection (antibody to the virus)?  (The test for active infection usually uses a swab or saliva; the test for past infection usually uses blood.)""",survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT
uID,,data_dictionary_user.xlsx [User].csv,RADx-DHT
UID,,NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT
UID,,NIH_Daily_Wellness_Survey_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT
unemployed,"In the past 30 days, have you been unemployed?",survey_data_dictionary_origcopy.csv - Monthly COVID-19 Citizen Science Survey.csv,RADx-DHT
Units,,GoogleFitSamples_datadictionary.csv,RADx-DHT
unmeasurable[array].endTimeInSeconds,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
unmeasurable[array].startTimeInSeconds,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
unmeasurableSleepInSeconds,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
up_all_day,Being up all day without a nap or rest,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
us_resident,Do you currently live in the United States?,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
use_meds,Does your child currently need or use medicine prescribed by a doctor (other than vitamins)?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
used_public_transit_or_uber,"Did you travel via public transportation (e.g., subway, bus, train/tram), taxi, or ride-share  (e.g., Uber, Lyft) in the past 24 hours?",data_dictionary.xlsx [C19EX - Daily Survey].csv,RADx-DHT
user-hash,,data_dictionary_user.xlsx [User].csv,RADx-DHT
user_entered,,data_dictionary.xlsx [Apple Watch Intraday Heart Rate].csv,RADx-DHT
user_entered,,data_dictionary.xlsx [Apple Watch Intraday Steps].csv,RADx-DHT
user_id,,medications_data_dictionary_origcopy.csv,RADx-DHT
vac_rec,"Of the groups or persons below, whose recommendation on whether or not to receive a COVID-19 vaccine matters to you? Select all that apply.",survey_data_dictionary_origcopy.csv - Monthly Vaccine Survey.csv,RADx-DHT
vac_rec,"Of the groups or persons below, whose recommendation on whether or not to receive a COVID-19 vaccine matters to you? Select all that apply.",survey_data_dictionary_origcopy.csv - Vaccine Survey.csv,RADx-DHT
vac_rec_other,Please enter whose recommendation on COVID-19 vaccination matters to you?,survey_data_dictionary_origcopy.csv - Monthly Vaccine Survey.csv,RADx-DHT
vac_rec_other,Please enter whose recommendation on COVID-19 vaccination matters to you?,survey_data_dictionary_origcopy.csv - Vaccine Survey.csv,RADx-DHT
vacc_date_mdy,Date of Vaccine Acceptance Collection,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccinated__last_year,Did you receive the flu vaccine last flu season? (September 2018 - March 2019)__Response,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
vaccinated__this_year,Did you receive the flu vaccine (sometimes called the flu shot) this flu season (September 2019 to today)?__Response,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
vaccinated__typically,Please select the statement below that describes whether you typically get a flu shot (or another form of flu vaccine).__Response,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
vaccine,Have you ever received a COVID-19 (SARS-CoV-2) vaccine?,survey_data_dictionary_origcopy.csv - Vaccine Survey.csv,RADx-DHT
vaccine-group-name,,data_dictionary_vaccination.xlsx [Vaccination].csv,RADx-DHT
vaccine_avail,"How likely are you to get an approved COVID-19 vaccine when it becomes available? ",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_booster,"If you are given a recommendation for a vaccine booster, will you get a booster?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_children_concerns,"If you do not plan on getting the COVID vaccine for your child(ren), why not? (Mark all that apply)",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_concerns_3,"Why would you NOT get a COVID-19 vaccine? ",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_concerns_specify,Specify,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_conven_2,Convenience in where and when I can get it,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_dose,How many doses have you received?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_edu_post,"After your vaccination, were you given information or brochures about the vaccine and/or COVID-19? ",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_edu_pre,"Prior to your vaccination, were you given information or brochures about the vaccine and/or COVID-19?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_effective_2,The vaccine prevents COVID-19,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_free_2,The vaccine is free or low cost,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_last_dte,On what date did you receive your most recent shot of the vaccine?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_literacy,"How often do you need someone to help you to understand information or guidance from your doctor, nurse or pharmacist?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_manfac_oth,Who was the manufacturer of your most recent vaccine?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_manufac_2,Who was the manufacturer of the most recent vaccine you received?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_no_pain_2,The vaccine is not painful,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_options,"On a scale of 1-5, How informed are you that you know which vaccine option is right for you?  (1 is least informed, 5 is most informed)",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_past_month,Have you received a COVID-19 (SARS-CoV-2) vaccine or booster in the past month (or since the last time you answered this question)?,survey_data_dictionary_origcopy.csv - Monthly Vaccine Follow Up Survey.csv,RADx-DHT
vaccine_past_month,Have you received a COVID-19 (SARS-CoV-2) vaccine or booster in the past month (or since the last time you answered this question)?,survey_data_dictionary_origcopy.csv - Monthly Vaccine Survey.csv,RADx-DHT
vaccine_prev_expos,"To the best of your knowledge, have you previously been exposed to someone who has had a positive COVID-19 test?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_reasons_3,Why would you get a COVID-19 vaccine?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_rec1_dte,On what date did you receive your first shot of the vaccine?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_requirement,Is the vaccine required by your school or job?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccine_safe_2,The vaccine is safe,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaccineCode,,data_dictionary_vaccination.xlsx [Vaccination].csv,RADx-DHT
vaccineCodeSystem,,data_dictionary_vaccination.xlsx [Vaccination].csv,RADx-DHT
vaccineManufacturer,,data_dictionary_vaccination.xlsx [Vaccination].csv,RADx-DHT
vaccineProduct,,data_dictionary_vaccination.xlsx [Vaccination].csv,RADx-DHT
vaccineShortDescription,,data_dictionary_vaccination.xlsx [Vaccination].csv,RADx-DHT
valid-dose-count,,data_dictionary_vaccination.xlsx [Vaccination].csv,RADx-DHT
validation,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
Value,,GoogleFitSamples_datadictionary.csv,RADx-DHT
vaper_cur_stat,"Do you now use electronic cigarettes every day, some days, rarely, or not at all? ",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaper_years,How many years have you vaped?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vaping,Vaping Use,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
vaping,Vaping Use,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad
variable_basis,,medications_data_dictionary_origcopy.csv,RADx-DHT
vasc_ultrasound,Vascular Ultrasound,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vasc_ultrasound_date_mdy,Date of Vascular Ultrasound,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
vigorousIntensityDurationInSeconds,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT
violence_tochild,"(13+) During the COVID-19 outbreak (since March 2020), did things ever get to the point where an adult you were living with got physically violent with a child (for example, shoved, hit, kicked, or shook [her/him/them])?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
violence_toself,"(13+) During the COVID-19 outbreak (since March 2020), was an adult in your household ever physically violent with you (for example, shoved, hit, kicked, or shook you)?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
violence_tosomeone,"(13+) During the COVID-19 outbreak (since March 2020), did things ever get to the point where an adult you were living with got physically violent with someone else (for example, shoved, hit, kicked, or shook someone else)?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
viral_positive,Any other viral testing positive?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
viral_testing,List other viral tests that were positive.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
virus_batch_number,Batch and or/lot number of virus sample,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_location,Location where the virus sample was collected,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_concentration,Concentration of virus (gene copies/ml),Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_concentration_reference_gene,Reference gene used to determine concentration of virus,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_formulation,Formulation (media) of virus sample,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_formulation,Formulation of virus sample,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_id,"Identifier for virus sample, for VQA panels this is the QR code, for BEI the catalog number",Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_inactivation_method,Method of virus inactivation,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_provider,Provider from where the inactivated virus sample was procured from,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_provider_url,URL of supplier catalog page or publication DOI link,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_tcid50,Tissue Culture Infectious Dose 50% (TCID50) endpoint is the 50% infectious endpoint in cell culture. The TCID50 is the dilution of virus that under the conditions of the assay can be expected to infect 50% of the culture vessels inoculated. (TCID50/ml),Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_tcid_cell_line,Cell line used for producing virus,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_sample_type,Type of virus sample,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
virus_source,Source of the live virus,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
vital_datetime,Date and time of vital signs,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
volume_of_sodium_thiosulfate,Volume of sodium thiosulfate solution added,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
VQA data elements to be updated (see VQA panel),,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
walk_diff,(6-12+) Does this child have serious difficulty walking or climbing stairs? / (5+) Do you have serious difficulty walking or climbing stairs?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
walking_bath,Walking to the bathroom,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
walking_climbing_dis,Do you have serious difficulty walking or climbing stairs?,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
walking_climbing_dis,Do you have serious difficulty walking or climbing stairs?,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad
walking_football,Walking the length of a football field,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
walking_stairs,Walking up stairs,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
WAS_THIS_PERSON_A_MEMBER_OF_YOUR_HOUSEHOLD,,survey__baseline_survey_origcopy.csv,RADx-DHT
WAS_THIS_PERSON_A_MEMBER_OF_YOUR_HOUSEHOLD,,survey__weekly_survey_origcopy.csv,RADx-DHT
WAS_THIS_PERSON_A_MEMBER_OF_YOUR_HOUSEHOLD2,,survey__baseline_survey_origcopy.csv,RADx-DHT
WAS_THIS_PERSON_A_MEMBER_OF_YOUR_HOUSEHOLD2,,survey__weekly_survey_origcopy.csv,RADx-DHT
watching_tv,Watching TV,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
water_salinity,"Quantity of dissolved salts (NaCl, Mg2SO4, KNO3, NaHCO3), in parts per thousand",RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__ABDOMINAL_STOMACH_OR_BELLY_PAIN,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__ABDOMINAL_STOMACH_OR_BELLY_PAIN,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__CHEST_PAIN_OR_PRESSURE_OR_CHEST_DISCOMFORT,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__CHEST_PAIN_OR_PRESSURE_OR_CHEST_DISCOMFORT,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__COUGH,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__COUGH,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__DIARRHEA,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__DIARRHEA,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__FATIGUE_FEELING_WEAK_OR_TIRED,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__FATIGUE_FEELING_WEAK_OR_TIRED,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__FEELING_HOT_OR_FEVERISH_OR_HAVING_CHILLS_OR_SHIVERING,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__FEELING_HOT_OR_FEVERISH_OR_HAVING_CHILLS_OR_SHIVERING,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__FEVER,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__FEVER,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__HEADACHE,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__HEADACHE,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__INSERT_TEXT_FROM_OTHER,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__INSERT_TEXT_FROM_OTHER,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__MUSCLE_OR_BODY_ACHES,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__MUSCLE_OR_BODY_ACHES,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__NASAL_CONGESTION_HAVING_A_STUFFY_NOSE_OR_A_RUNNY_NOSE,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__NASAL_CONGESTION_HAVING_A_STUFFY_NOSE_OR_A_RUNNY_NOSE,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__NAUSEA_FEELING_LIKE_YOU_WANTED_TO_THROW_UP_AND_OR_VOMITING,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__NAUSEA_FEELING_LIKE_YOU_WANTED_TO_THROW_UP_AND_OR_VOMITING,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__NEW_LOSS_OF_SENSE_OF_SMELL_OR_TASTE,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__NEW_LOSS_OF_SENSE_OF_SMELL_OR_TASTE,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__RASH,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__RASH,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__SHORTNESS_OF_BREATH_OR_DIFFICULTY_BREATHING,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__SHORTNESS_OF_BREATH_OR_DIFFICULTY_BREATHING,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__SNEEZING,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__SNEEZING,,survey__weekly_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__SORE_THROAT,,survey__baseline_survey_origcopy.csv,RADx-DHT
WE_D_LIKE_TO_KNOW_MORE_ABOUT_THE_SYMPTOMS_YOU_EXPERIENCED_LOOKING_BACK_OVER_THE_PAST_7_DAYS2__SORE_THROAT,,survey__weekly_survey_origcopy.csv,RADx-DHT
