Id,Label,Terms,Datatype,pattern,Unit,Enumeration,Additional Missing Value Codes
vaccine_reasons_3___6,Why would you get a COVID-19 vaccine?,,bit,,,"""0""=[I don't want to get really sick from COVID-19] |""1""=[I don't want to get really sick from COVID-19] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
vaccine_reasons_3___7,Why would you get a COVID-19 vaccine?,,bit,,,"""0""=[I want to feel safe around other people] |""1""=[I want to feel safe around other people] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
vaccine_reasons_3___8,Why would you get a COVID-19 vaccine?,,bit,,,"""0""=[I believe life won't go back to normal until most people get a COVID-19 vaccine] |""1""=[I believe life won't go back to normal until most people get a COVID-19 vaccine] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
vaccine_reasons_3___9,Why would you get a COVID-19 vaccine?,,bit,,,"""0""=[Other] |""1""=[Other] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
vaccine_reasons_3___96,Why would you get a COVID-19 vaccine?,,bit,,,"""0""=[Not Applicable] |""1""=[Not Applicable] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
vaccine_reasons_3___99,Why would you get a COVID-19 vaccine?,,bit,,,"""0""=[Prefer not to answer] |""1""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
vaccine_rec1_dte,On what date did you receive your first shot of the vaccine?,,date,,,,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
vaccine_requirement,Is the vaccine required by your school or job?,,int,,,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
vaper_years,How many years have you vaped?,,decimal,,,,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
work_closecont_2,Does your work require you to be in close contact (i.e. within 6 ft) with others?,,int,,,"""1""=[Yes, all of the time] |""2""=[Yes, most of the time] |""3""=[Some of the time] |""4""=[Rarely] |""5""=[Not at all] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
work_ppe_2,"In your workplace, do you have access to necessary personal protective equipment (PPE)? ",,int,,,"""1""=[Yes, all of the time] |""2""=[Yes, most of the time] |""3""=[Some of the time] |""4""=[Rarely] |""5""=[Not at all] |""6""=[Not applicable] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
work_ppe_date_mdy,Date of Work PPE and Distancing Collection,,date,,,,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
work_wash_2,"In your workplace, do you have access to necessary facilities to wash?",,int,,,"""1""=[Yes, all of the time] |""2""=[Yes, most of the time] |""3""=[Some of the time] |""4""=[Rarely] |""5""=[Not at all] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
