variable_name,description,label,datatype,value_constraints,units,required,unique,CDE,form_name,source_file,source_directory,Digest (variable_name|source_file|source_directory)
31350-healthdevice_type-5,"Within the last 12 months, participant has ued a: Glucose Meter","Within the last 12 months, which devices have you used? Glucose Meter",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ba74ca1438c6749b648ba50dedbc0c66c98765f1b8bfcea4d9fdb8a7068cecfaa07900bc796b05ec608112467ac4b2eb4ad21900346ad928d4efb731f33783f2
31350-healthdevice_type-6,"Within the last 12 months, participant has ued a: Other","Within the last 12 months, which devices have you used? Other",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,707bb109f0b074e1f43f899eb2c5b2f421e1d062d3612d089303d94eaacdfb8e590ed4fde381fc7c875a00bb70998ec4ca9acf37fdc066eb3594007d3e25984b
31350-healthdevice_type-999,"Within the last 12 months, participant has ued a: Prefer not answer","Within the last 12 months, which devices have you used? Prefer not answer",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,365e7e2cbfcd0417115c88dfecf34db25c4bbdec98480211521f7bd7d1efddbb92834d09168433c2e4727fcd8f71a8fb2b96e28e33287a06dcc0810697ae4a89
32029-healthdevice_other,Other health devices used in the past 12 months,"Other health devices used in the past 12 months, please specify:",text,,,false,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ff6404583cbae88c147518cf31ac91021c6118659abb7fe26326a215ee2d7e0cb6973ce2c965ed0069d010bc29e2723dc61e36d582324d9832ea7db74d9320e4
31353-fitness_use,Fitness Device Usage,You said you have used a device to help measure fitness and health goals. How much has using this technology helped?,categorical,"1, None at all; 2, A little; 3, A moderate amount; 4, A lot; 5, A great deal; 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,9bc62bd099c63b24e4f2e3b8e766c5995ff1579d609ded52c0dd4541da3eca9e6564af59b9ab658fc848588d38569b724ea3ecb8f8a2a3461be789407b0b568c
31355-fitness_use_specify,Other comments related to fitness devices and use,Other comments related to fitness devices?,text,,,false,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2c6b9c14b2d91dca55b32d771a8e9764ec935c103c66290b9f6ef1544f4a5c7c999871c9debeaf9c1d91fed400e077a63a18b33cdb82cc3440cd59f90b51eabd
31356-past12_recommended-1,"In the last 12 months, participant has: Followed a healthy diet (eating a variety of foods that includes vegetables, fruits, whole grains, and a limited amount of processed foods)","Which of the following, if any, have you done in the last 12 months? Followed a healthy diet (eating a variety of foods that includes vegetables, fruits, whole grains, and a limited amount of processed foods)",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,a5c0ff76b439199a3f47181b89cad46d4eca86b9db4bdcdd3344d893e71cc9a496e0ccca63c6c957933e3342563bc6b2d633cc70ecb32c2b368ce636eda8da30
31356-past12_recommended-2,"In the last 12 months, participant has: Exercised according to recommendations from your doctor or other health guidelines","Which of the following, if any, have you done in the last 12 months? Exercised according to recommendations from your doctor or other health guidelines",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,18d5c659db95b0423ec9178ccd49d0a3e9a970e116c02fa0ac3f5cda538eae1fca8362eceb04671f92d6213b69a9aece76daf978303f9c19a5cda81564c59828
31356-past12_recommended-3,"In the last 12 months, participant has: Practiced meditation","Which of the following, if any, have you done in the last 12 months? Practiced meditation",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c80373e1fc3cacfda68f83f62f511954e84f91d46d0cf2a9d94d7b008735e9ce9901fec2c6b11570a5b4d2c6f0329b5fa0bb4ecab454c0cda532fb5e2de9cc55
31356-past12_recommended-4,"In the last 12 months, participant has: Followed my doctor's recommendations on health screenings (such as mammograms, blood pressure, colonoscopies, etc.)","Which of the following, if any, have you done in the last 12 months? Followed my doctor's recommendations on health screenings (such as mammograms, blood pressure, colonoscopies, etc.)",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f067e6f1fd75f174757af7c7e505a6b95d348c8e49aad973e6688f50f3844d283709cc5bd415574fc9f98a76207f5c488ee669d57f478808cfe741076a64ed5f
31356-past12_recommended-998,"In the last 12 months, participant has: None of the above","Which of the following, if any, have you done in the last 12 months? None of the above",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,157c504ed32760d66d37f0d17c409b8976326a97e1d7eaa5035e0a62e9edeb256cc03b1b282c82242448d6c2aa125b7e557e031bfd1b4e9d142acf5764f15732
31356-past12_recommended-999,"In the last 12 months, participant has: Prefer not to answer","Which of the following, if any, have you done in the last 12 months? Prefer not to answer",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,b47d9fdbc3ab657628b1b0c8fc06fa726a91fdf7e24219df5081c94a514a763c75683edf2dda8fede1e125e5e133a8fda4854d67e595aa3cf643308b8cff0aab
31357-follow_doctor,Likeliness to tell disagreement to doctor,"If you don't agree with something your doctor says to you, how likely are you to tell your doctor that you disagree with him or her?",categorical,"1, Not at all; 2, Slightly likely; 3, Moderately likely; 4, Very likely; 5, Extremely likely; 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,fd34e4ab89bd079d102f6bfed60747209df88501edc78fb075728340480b2bafc8161c52d30bcb934705d7fdee62e7ee54fc9087f8010cfc08141adeb1f4074c
31358-trust_measures_family,Trust measures - family,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

Your close family members",categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f23128bcbacbbdd668d454114abe45000d17d6f97e472e8c9ee90be4be3d5b1d5ea2e436132c36bccc76043821094c91c72505e97f1b426ad33c64e565fae4f0
31359-trust_measures_physician,Trust measures - physician,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

Your physician",categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,90aeb8f1ac0283a28fcf3f01d53a735d127915b34bef931477aee77a93e3a907a4f6b0758745f9da3bacafa943577e4aa117bd070dfe781b6fbb448253f538da
31360-trust_measures_pharmacy,Trust measures - pharmacy,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

Your pharmacy",categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ae5879c1f7b0e6cd8bd3b194664eb7c39e9aca6b730ac9c10fe798944778cc40faa46afcf2131a0022de2195fe1317a8f439dc4419b760cf034a85e597fc8246
31361-trust_measures_insurance,Trust measures - insurance,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

Your health insurance company",categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,28fb8329799ff070ff37ea2707f04a9b1258e8df6cd652f6a60fdea5a678c4450e54cb4a0de7b06c22ea3c80871fd89ce1fe0b2092d764b2f64c78614cb7856c
31362-trust_measures_research,Trust measures - research,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

A research institution",categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d75e5d81a7ec31073417dff171e7140017a54f63c7a64e1ef2256497852589768e3a775618835842cf2d4427153b74b5e10d96c64019daeec80b0fecef012523
31363-trust_measures_govt,Trust measures - government,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

A government organization",categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,075511384d07d66b49c5939896f039d3f44ab95177b783a08cf80f06832a99bc515af399d14a0f058c7b7202e3a67dee8c71eae3dabc4420cfcd3d7372c9ce76
31364-trust_measures_tech,Trust measures - technology,"Please indicate how likely you would be willing to share your health information with the following individuals or organizations, assuming the information would be kept confidential. Your health information could include your medical records, test results, prescription drug history, genetic information, and physical activity data.

A technology company",categorical,"1, Very likely| 2, Somewhat likely| 3, Neither likely nor unlikely| 4, Somewhat unlikely| 5, Very unlikely| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f48c840a4d56cdfd6ffb6fcb8280b7bae73a8e278ae42d2386bbceb7d2008108eb3e8c10c4e72535c62383af72953f90d9cc77aeb057dac526a7bc6a5c3335b7
36096-post_covidvaccine,Vaccination status (COVID),Did you receive the COVID-19 vaccine?,categorical,"1, Yes; 2, No; 4, Not sure, I participated in a COVID-19 vaccination trial; 3, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,cfb5551cb31133ace10d5189e367a4f6e0d78fc6d9e8870733c2ead1320d1eece68fc09e20ec24fb280cce1fa739469c006eeccc2ec91329e1e40c4be8ef2a90
36097-post_vaccinelikely,Vaccination Likeliness to Receive (COVID),"When a COVID-19 vaccine is available to you, how likely are you to get vaccinated?",categorical,"14, Very likely; 15, Likely ; 16,  I do not know yet; 17, Unlikely ; 18, Very unlikely",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,75445e76d71c601d9ed3185fe1be335b4ff496903b8452217fc83078fe22e3955a9217fc92443cce1f946dadcb82730dc14837deb94ef42a4ec895be9c88f43f
36104-post_vaccinefactors-1,Factors that might make participant less likely to get the vaccine selected; I will not get/am never sick,What factors might make you less likely to get the vaccine? I will not get/am never sick,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,b32780e9959785724029b11a4dc37f41c2567ff7deadff0d211e36ee99f9e99178589a8b3560329ffe1368e61df6e9bf0b6890e9ed468bda31b7eb658c9d85ff
36104-post_vaccinefactors-2,Factors that might make participant less likely to get the vaccine selected; It's just a virus/not fatal/not necessary,What factors might make you less likely to get the vaccine? It's just a virus/not fatal/not necessary,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,8d9922d7871bec95f81516e2183a2517438d05d68cbee61afa451aacf75c8eef90a1e50abbdb74a04f91fc1f512f97f5dff3bd1b312049a30215621fc53149d3
36104-post_vaccinefactors-3,"Factors that might make participant less likely to get the vaccine selected; I never get vaccinated ","What factors might make you less likely to get the vaccine? I never get vaccinated ",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e398f4ad198cd4382994a13f9ba9b7afa13018857defd98740566b9e5f369a3aa0438b286da3e777712c113672977a5326c4f83623f86eeaa6adaa41a3064cc3
36104-post_vaccinefactors-4,Factors that might make participant less likely to get the vaccine selected; I do not trust the vaccine,What factors might make you less likely to get the vaccine? I do not trust the vaccine,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,127fdb9d09a9405a4fd7683a832e9c467b72af39ac14f17f72b4edcc061cb60c0844f1a64b0746b1a00adca0c75d5d35effcecc7b247447354d489f8712fa97a
36104-post_vaccinefactors-5,Factors that might make participant less likely to get the vaccine selected; I do not want to pay for it,What factors might make you less likely to get the vaccine? I do not want to pay for it,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,491d16d5306697f223a722014a7f98d0eafd1a341b82db6ac11635cd5e4b934c019b8d550cb58245cd5aff2a337177b04c07fa85290abbe60c68a38e785551b8
36104-post_vaccinefactors-6,Factors that might make participant less likely to get the vaccine selected; Vaccination location is not convenient,What factors might make you less likely to get the vaccine? Vaccination location is not convenient,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,b217403419bce67460d09feb4ae54775b86eb83cdaeb5b94b1f569d3486216723d9a6b68c56b2dbd8c5b59d49c343e7560a95ecfe801bd5090c10e7afd38255f
36104-post_vaccinefactors-7,Factors that might make participant less likely to get the vaccine selected; Difficult in making an appointment,What factors might make you less likely to get the vaccine? Difficult in making an appointment,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c113d2750c5b56935ef0a617be39aea97d64d2f67f2d50a4e906cf4b75fb0fce160d8f08bfeed83f60dd38366965a87367b80536098dc4caa2b4b7ece69e3d52
36104-post_vaccinefactors-8,Factors that might make participant less likely to get the vaccine selected; It depends on the risk/adverse events,What factors might make you less likely to get the vaccine? It depends on the risk/adverse events,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ab8495faf46f35e00d7ba7a4fc1388f6f2328802e34453d4a0bb391fa435756078c2beda9433b7f5e0c30b382291642ad4d65a42b1fc796b85471cd63db48268
36104-post_vaccinefactors-9,Factors that might make participant less likely to get the vaccine selected; I have not thought about it yet,What factors might make you less likely to get the vaccine? I have not thought about it yet,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,3864fd5dd3467496c6ecb5239e6002febc7d017e426f769d7f8fb0d35561ae88f99a8280590487bcb701aa19fe46adcf2608ceef6b24088c6cd1f5ca0d96f5ad
36104-post_vaccinefactors-10,Factors that might make participant less likely to get the vaccine selected; I am not in the risk group with underlying conditions,What factors might make you less likely to get the vaccine? I am not in the risk group with underlying conditions,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ccc7f1cbfa193e9ef06d02058f20a569e677653f39b1723ab7c07a0eec4970e91f5dff5641d636239cc475c7e4f7621d9974967e628d6894aed58db5e4c6bd5f
36104-post_vaccinefactors-11,Factors that might make participant less likely to get the vaccine selected; I need more information first,What factors might make you less likely to get the vaccine? I need more information first,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e30b95a55a8065b09dfad4ae3e23e5216fbce065e2abe4aaeec9ee0436f14307e7dfbf1127f7d7a1a18a590af91dddcfac10380af5f9781fcab65e0c51b054ed
36104-post_vaccinefactors-12,Factors that might make participant less likely to get the vaccine selected; I have already had COVID-19,What factors might make you less likely to get the vaccine? I have already had COVID-19,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,b7f3540545f34337334ae6721d34458d06b4df36c14aa4c71d6b34626ba04274b5d92b14279bce3fc8ee65db1977c459786b9b4c831e5db3a14a594b54d72084
36104-post_vaccinefactors-13,Factors that might make participant less likely to get the vaccine selected; I am going to let others get it first (herd immunity),What factors might make you less likely to get the vaccine? I am going to let others get it first (herd immunity),categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,3f0b7a65125f9406828e2f8dd501ec2957a882a83b2b5db93f55dc8228951f428e9cb29cb488daa96b00f8684735d9fc4dc6d4b4a42301a61837cb9d99f528b7
36104-post_vaccinefactors-14,Factors that might make participant less likely to get the vaccine selected; I have had severe allergic reactions to vaccines in the past,What factors might make you less likely to get the vaccine? I have had severe allergic reactions to vaccines in the past,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d81c77f1ea410a199401cc4e8a91fab68b806a373ea554a5c1d6a694499d660df95415b82d86764387dd8b1fa12ad7b58646587c90d6fa0e30568e5f7f60c752
36104-post_vaccinefactors-15,Factors that might make participant less likely to get the vaccine selected; I am concerned that it will not interact with other medications/treatments that I am currently taking,What factors might make you less likely to get the vaccine? I am concerned that it will not interact with other medications/treatments that I am currently taking,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e8e1ceb4c9cbbb363caf5f84de28eb3d6c3fe626314c51ad047f431ab46d305d9abdd1f2d922774b9c96723f3975b5db06d4a3072933c4ea059020b244330b93
36104-post_vaccinefactors-16,"Factors that might make participant less likely to get the vaccine selected; I am currently pregnant, planning a pregnancy, or breastfeeding","What factors might make you less likely to get the vaccine? I am currently pregnant, planning a pregnancy, or breastfeeding",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,3464b54166b85d58b586130c5e18f0c7900c6cec6de4d0654a375e6d4dc52023a61e021520ded72db11f0965e44af468abaa6351e586839551a95a650aa49478
36104-post_vaccinefactors-17,Factors that might make participant less likely to get the vaccine selected; Do not know yet,What factors might make you less likely to get the vaccine? Do not know yet,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d6c81338aa61a5ef2f4a581941d5c8d8d767baccad451a105043bcf29ec60dc7e63a992dc8a0a41da9d31c999783e4bde5b33ba7fc2052fc6a66f95fa5389672
36104-post_vaccinefactors-18,Factors that might make participant less likely to get the vaccine selected; Other,What factors might make you less likely to get the vaccine? Other,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,528ac3273c4113e68075ab0f0ea74bc2e667aa9f97770fe4c2805a5d223860665bd50f853aab76303dda8f2825e1668b84862c559f13ba2257955000a40afab7
36104-post_vaccinefactors-19,Factors that might make participant less likely to get the vaccine selected; Prefer not to answer,What factors might make you less likely to get the vaccine? Prefer not to answer,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,914d7890a65d4ef34dabdc64a9e7aba82e5e8c618ab4e7c45777da95f8602328122965a11df92b35b1aa8aacc9c607b75bdb698425deb37713036a779b95b497
36105-post_vaccineother,Other factors that the participant indicates would make them less likely to receive the vaccine,"Other factors, please specify:",text,,,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f4846fb2361335d10adc32a113a18b7b4e8068c4920597a5a9052469e7a39f98ef756a95c4cc0a40877ffd6a823b7ddc643bf49d20cf2ed18e4c585dfa6859e0
31365-covid_easeofuse_instructions,COVID Test Kit - Ease of Use - Instructions,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Following the kit instructions",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,178da3a2a3c9c3b8f82b8b3ccf9eea5e140b57add06c83b7ad37043ff4b1174522c03a8c9e3bbad86f51920966ca5fabd5339c69f5077a412f74e7a3ddbbddc9
31366-covid_easeofuse_opening,COVID Test Kit - Ease of Use - Opening Kit,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Opening the tube",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,07b02be438b07a088e38a51d4e83f36a04732406a596c58545790d3b600d62a3ab2d02089063810c98dbd03b536cc9d6686b0cdc33e8a7c77cc2383c5e54931d
31367-covid_easeofuse_settingup,COVID Test Kit - Ease of Use - Setting up Kit,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Setting up the tube",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c0b8455dc6a3c234ab3882e9005b6e98ce25d15eece0c448822dbcbe6917f6bf006bebdbf759d2062725aa39ef148c596a646b888dbb888a0a484625b0dd89bd
31368-covid_easeofuse_sample,COVID Test Kit - Ease of Use - Collecting nasal sample,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Collecting a nasal sample with the swab",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,a6d41a7029cb440c2a5377169e804f4b4cff6b23f165cf6b8797e1959c8912e9b47451b2e8860de4fd758b752849ad8198cdd03c6b8d11e17a15c45ba699a787
31369-covid_easeofuse_swab,COVID Test Kit - Ease of Use - Placing swab in tube,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Putting the swab in the tube",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,a04820c3676f780bc289a5cf137e4444ae55e5a8aa52b7056824fe37c9b7d3f9098fa89729e16ebb7e52615131ed04073aa2327c04d92a8119404ba4e53fd42a
31370-covid_easeofuse_strip,COVID Test Kit - Ease of Use - Using the test strip,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Opening/using the test strip",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,03e500d3e59a48bb4b7e8967c45072158a4fd53a74d81729617aa0707a93249307ba8693c15497950730d939697bc93ca271cbbb4fef0931b4422cc85ea25bbf
31371-covid_easeofuse_supplies,COVID Test Kit - Ease of Use - Keeping track of kit contents,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Keeping track of all the supplies",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,3a8acae1c0cf6e9eb61a8380c3fd69b546e9774e218600e4a32a442364b9915d01ccf8707a2fa1f221e6f4b7593232fffdbcd8e64d0511bf3c016501a1400dc1
31372-covid_easeofuse_results,COVID Test Kit - Ease of Use - Interpreting results,"Can you tell us how easy or difficult it was to use the at-home COVID test kit as part of this study?

Interpreting the results from the test strip",categorical,"1, Extremely easy| 2, Somewhat easy| 3, Neither easy nor difficult| 4, Somewhat difficult| 5, Extremely difficult| 6, Did not do / Not applicable| 999, Prefer not to answer",,true,,,Follow-up Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,91707e4ce66198905658bad689645fb5b205e42bf4c49094e4dbd872a859f5b0bf88f89f6e1f182a7280fcfeeb044a5787870e7bed0446c815aee3bfd3c0b736
