Id,form_name,Section,ui,Label,Enumeration,Notes,pattern,min,max,branching_logic,required,source_file,source_directory
amount of total days spent in the icu?,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=myocarditis / cardiac dysfunction)",,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=pulmonary embolus)",,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=stroke)",,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=encephalitis)",,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=dialysis)",,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=other)",,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
"other complications (includes during hospitalization, up to 3 months post-discharge) (choice=none)",,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
complication(s) notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
how many other complications?,,Health Status,dropdown,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other complication #1,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other complication #2,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other complication #3,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other complication #4,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
other complication #5,,Health Status,text,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
death,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
date of death,,Health Status,date,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
was death due to covid?,,Health Status,radio,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
notes,,Health Status,notes,,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
sample_id,,Identity,text,Study ID and date of sampling,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
chr,,Methylation_Reference,text,Chromosome,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
start,,Methylation_Reference,text,Start of interval,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
stop,,Methylation_Reference,text,Stop of interval,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
reference,,Methylation_Reference,text,DOI Source of Interval - Background information,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
genomic_loci,,Methylation_Reference,text,"Build from Chromosome_Start of interval_Stop of interval ",,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
cfdna_data,,Methylation_Data,Float,Refer to Methylation_Reference_File for variable definition,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
gene_id,,Gene_count_reference,text,Ensembl gene id,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
gene_name,,Gene_count_reference,text,hgnc gene symbol,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
gene_type,,Gene_count_reference,text,Gene biotype,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
genomic_reference,,Gene_count_reference,text,Source of gene information - Background information,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
cfrna_data,,Gene_count_data,Float,Refer to Gene_Count_Reference_File for variable definition,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
wbrna_data,,Gene_count_data,Float,Refer to Gene_Count_Reference_File for variable definition,,,,,,,,rad_023_618-01_DICT_UCSF_origcopy_v1.csv,phs002553
