datatype,variable_name,description,value_constraints
TEXT,WHICH_OF_THE_FOLLOWING_OVER_THE_COUNTER_MEDICATIONS_DID_YOU_PERSONALLY_DECIDE_TO_TAKE_TO_TREAT_OR_MANAGE_YOUR_CURRENT_SYMPTOMS_IN_THE_PAST_24_HOURS__I_DON_T_KNOW_I_CAN_T_REMEMBER,"Which of the following <span style=""""text-decoration: underline;"""">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 24 hours</span>? Select all that apply. | I don?t know / I can?t remember","[""""i_don_t_know_i_can_t_remember""""]"
TEXT,WHICH_OF_THE_FOLLOWING_OVER_THE_COUNTER_MEDICATIONS_DID_YOU_PERSONALLY_DECIDE_TO_TAKE_TO_TREAT_OR_MANAGE_YOUR_CURRENT_SYMPTOMS_IN_THE_PAST_24_HOURS__OTHER,"Which of the following <span style=""""text-decoration: underline;"""">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 24 hours</span>? Select all that apply. | Other",
TEXT,DID_YOU_MISS_SCHOOL_OR_WERE_YOU_UNABLE_TO_WORK_EITHER_AT_HOME_OR_IN_AN_OFFICE_DUE_TO_YOUR_FLU_LIKE_OR_CORONAVIRUS_LIKE_ILLNESS,"Did you miss school or were you unable to work (either at home or in an office) due to your flu-like or coronavirus-like illness? <em>If you complete unpaid home-based work, such as being a caregiver or consider yourself a homemaker, please also report this as work.</em>","[""no_i_did_not_miss_any_school_or_work_during_my_illness"",""i_missed_1_day_of_school_or_work"",""i_missed_3_days_of_school_or_work"",""i_missed_more_than_3_days_of_school_or_work"",""my_illness_occurred_on_a_weekend_or_other_days_off"",""i_don_t_know_i_don_t_remember"",""i_missed_2_days_of_school_or_work"",""i_am_retired_and_or_school_or_work_days_don_t_apply_to_me""]"
TEXT,HAVE_ANY_MEMBERS_OF_YOUR_HOUSEHOLD_OTHER_THAN_YOURSELF_EXPERIENCED_FLU_LIKE_OR_CORONAVIRUS_LIKE_SYMPTOMS_RECENTLY,Have any members of your household (other than yourself) experienced<em> flu-like</em> or <em>coronavirus-like</em> <em>symptoms</em> recently?,"[""yes_within_the_last_7_days"",""yes_within_the_last_14_days"",""yes_more_than_14_days_ago"",""no"",""i_live_alone""]"
TEXT,HAS_ANYONE_ELSE_YOU_REGULARLY_INTERACT_WITH_OUTSIDE_YOUR_HOUSEHOLD,"Has anyone else you regularly interact with outside your household (e.g., family members, friends, coworkers, acquaintances) experienced <em>flu-like</em> or <em>coronavirus-like</em> <em>symptoms</em> recently?","[""yes_within_the_last_7_days"",""yes_within_the_last_14_days"",""yes_more_than_14_days_ago"",""no"",""i_don_t_know_i_m_not_sure""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_HAD_DIRECT_CONTACT_WITH_ANYONE_WHO_WAS_RECENTLY_DIAGNOSED_WITH_COVID_19_OR_THE_FLU,"In the past 7 days, have you had direct contact with anyone who was <span style=""text-decoration: underline;"">recently</span> diagnosed with COVID-19 or the flu?<br><br><em>?Direct contact"" means: a conversation lasting more than 5 minutes with a person who is closer than 6 feet away from you or physical contact like handshaking, hugging, or kissing.</em>","[""yes"",""no""]"
TEXT,WAS_THIS_PERSON_A_MEMBER_OF_YOUR_HOUSEHOLD,Was this person a member of your household?,"[""yes"",""no""]"
TEXT,DID_YOU_RECEIVE_THE_FLU_VACCINE_OFTEN_CALLED_THE_FLU_SHOT_RECENTLY,"Did you receive the flu vaccine (often called the flu shot) <span style=""""text-decoration: underline;"""">recently</span>?<span id=""""mce_0_start"""" style=""""line-height: 0px;"""">?</span>","[""yes"",""i_don_t_know_can_t_remember"",""no""]"
TEXT,WHEN_DID_YOU_RECEIVE_THE_FLU_VACCINE_OFTEN_CALLED_THE_FLU_SHOT__FLU_VACCINE_DATE,"When did you receive the flu vaccine (often called the flu shot)? If you don?t recall the exact date, please provide the best estimate. | Flu/Vaccine Date",
TEXT,DID_YOU_RECEIVE_A_COVID_19_OR_CORONAVIRUS_VACCINE_RECENTLY,Did you receive a COVID-19 or coronavirus vaccine recently?,"[""yes"",""no"",""i_don_t_know_can_t_remember""]"
TEXT,WHEN_DID_YOU_RECEIVE_A_COVID_19_OR_CORONAVIRUS_VACCINE__COVID_19_VACCINE_DATE,"When did you receive a COVID-19 or coronavirus vaccine?<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES__NONE_OF_THESE_ACTIVITIES,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | None of these activities","[""""none_of_these_activities""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES__GONE_TO_WORK_OR_SCHOOL_OUTSIDE_THE_PLACE_WHERE_YOU_ARE_CURRENTLY_STAYING_OR_LIVING,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Gone to work or school outside the place where you are currently staying or living","[""""gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES__GONE_TO_A_MARKET_GROCERY_STORE_OR_PHARMACY,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Gone to a market, grocery store, or pharmacy","[""""gone_to_a_market_grocery_store_or_pharmacy""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES__GONE_TO_A_BAR_RESTAURANT_OR_CAFE,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Gone to a bar, restaurant, or cafe","[""""gone_to_a_bar_restaurant_or_cafe""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES__SPENT_TIME_WITH_SOMEONE_WHO_ISNT_CURRENTLY_STAYING_OR_LIVING_WITH_YOU,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Spent time with someone who isn't currently staying or living with you","[""""spent_time_with_someone_who_isnt_currently_staying_or_living_with_you""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES__ATTENDED_AN_EVENT_OR_ACTIVITY_WITH_MORE_THAN_10_PEOPLE,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Attended an event or activity with more than 10 people","[""""attended_an_event_or_activity_with_more_than_10_people""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES__USED_PUBLIC_TRANSPORTATION_LIKE_A_BUS_SUBWAY_OR_TRAIN,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Used public transportation (like a bus, subway, or train)","[""""used_public_transportation_like_a_bus_subway_or_train""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES__TRAVELED_ON_AN_AIRPLANE,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Traveled on an airplane","[""""traveled_on_an_airplane""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK__NONE_OF_THE_ACTIVITY_OPTIONS_LISTED,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | None of the activity?options listed","[""""none_of_the_activity_options_listed""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK__GONE_TO_WORK_OR_SCHOOL_OUTSIDE_THE_PLACE_WHERE_YOU_ARE_CURRENTLY_STAYING_OR_LIVING,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Gone to work or school outside the place where you are currently staying or living","[""""gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK__GONE_TO_A_MARKET_GROCERY_STORE_OR_PHARMACY,"During which of these activities in the <span style=""text-decoration: underline;"">past 7 days</span> did you wear a mask? Please select all that apply. | Gone to a market, grocery store, or pharmacy","[""""gone_to_a_market_grocery_store_or_pharmacy""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK__GONE_TO_A_BAR_RESTAURANT_OR_CAFE,"During which of these activities in the <span style=""text-decoration: underline;"">past 7 days</span> did you wear a mask? Please select all that apply. | Gone to a bar, restaurant, or cafe","[""""gone_to_a_bar_restaurant_or_cafe""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK__SPENT_TIME_WITH_SOMEONE_WHO_ISNT_CURRENTLY_STAYING_OR_LIVING_WITH_YOU,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Spent time with someone who isn't currently staying or living with you","[""""spent_time_with_someone_who_isnt_currently_staying_or_living_with_you""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK__ATTENDED_AN_EVENT_OR_ACTIVITY_WITH_MORE_THAN_10_PEOPLE,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Attended an event or activity with more than 10 people","[""""attended_an_event_or_activity_with_more_than_10_people""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK__USED_PUBLIC_TRANSPORTATION_LIKE_A_BUS_SUBWAY_OR_TRAIN,"During which of these activities in the <span style=""text-decoration: underline;"">past 7 days</span> did you wear a mask? Please select all that apply. | Used public transportation (like a bus, subway, or train)","[""""used_public_transportation_like_a_bus_subway_or_train""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK__TRAVELED_ON_AN_AIRPLANE,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Traveled on an airplane","[""""traveled_on_an_airplane""""]"
TEXT,IN_THE_PAST_7_DAYS_HOW_MANY_PEOPLE_HAVE_YOU_HAD_DIRECT_CONTACT_WITH_OUTSIDE_OF_YOUR_HOUSEHOLD,"In the past 7 days, how many people have you had direct contact with, outside of your household? Your best estimate is fine.<br><br><em>""Direct contact"" means: a conversation lasting more than 5 minutes with a person who is closer than 6 feet away from you, or physical contact like hand-shaking, hugging, or kissing.</em>",
TEXT,IN_THE_PAST_7_DAYS_HOW_OFTEN_DID_YOU_WEAR_A_MASK_WHEN_IN_PUBLIC,"In the past 7 days, how often did you wear a mask when in public??","[""i_have_not_been_in_public_during_the_past_7_days"",""all_the_time"",""some_of_the_time"",""a_little_of_the_time"",""none_of_the_time"",""most_of_the_time""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_TRAVELED_OUTSIDE_OF_YOUR_STATE,"In the past 7 days, have you traveled outside of your state?","[""yes"",""no""]"
TEXT,IN_THE_PAST_14_DAYS_DID_YOU_COMPLETE_A_SURVEY_AND_REPORT_EXPERIENCING_FLU_LIKE_OR_CORONAVIRUS_LIKE_SYMPTOMS,"In the past 14 days, did you complete a survey and report <em>experiencing flu-like</em> or <em>coronavirus-like symptoms</em>?","[""yes"",""i_dont_know_i_dont_remember"",""no""]"
TEXT,WHEN_DID_YOU_FEEL_LIKE_YOU_WERE_COMPLETELY_RECOVERED_FROM_THE_FLU_LIKE_OR_CORONAVIRUS_LIKE_ILLNESS_THAT_YOU_REPORTED_ON_A_PREVIOUS_SURVEY__DATE_RECOVERED,"When did you feel like you were completely recovered from the flu-like or coronavirus-like illness that you reported on a previous survey? If you don?t recall the exact date, please provide the best estimate. | Date Recovered",
TEXT,HAVE_YOU_BEEN_TESTED_FOR_CORONAVIRUS_ALSO_KNOWN_AS_COVID_19_IN_THE_PAST_7_DAYS,"Have you been tested for coronavirus (also known as COVID-19) in the past 7 days?<br><em>If you completed an at-home test for COVID-19, please answer ?Yes? here.</em>","[""no"",""yes""]"
TEXT,DID_YOU_TEST_POSITIVE_FOR_CORONAVIRUS_ALSO_KNOWN_AS_COVID_19,Did you test positive for coronavirus (also known as COVID-19)?,"[""yes"",""no"",""i_am_waiting_for_my_diagnosis"",""i_don_t_know_i_can_t_remember""]"
TEXT,WHEN_DID_YOU_RECEIVE_YOUR_DIAGNOSIS__DATE_RECEIVED_DIAGNOSIS,"When did you receive your diagnosis? If you don?t recall the exact date, please provide the best estimate. | Date Received Diagnosis",
TEXT,WHAT_KIND_OF_DIAGNOSTIC_TEST_DID_YOU_RECEIVE_OR_COMPLETE_AT_HOME2,What kind of diagnostic test did you receive or complete at home?,"[""nasal_swab_in_the_nose"",""i_don_t_know_i_can_t_remember"",""throat_swab"",""a_saliva_sample_spit_in_a_tube""]"
TEXT,WHAT_KIND_OF_DIAGNOSTIC_TEST_DID_YOU_RECEIVE_OR_COMPLETE_AT_HOME2__OTHER,What kind of diagnostic test did you receive or complete at home? | Other,
TEXT,DO_ANY_OF_THE_FOLLOWING_REASONS_DESCRIBE_WHY_YOU_WERE_TESTED_FOR_CORONAVIRUS_COVID_19_IN_THE_LAST_7_DAYS__I_FELT_SICK,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I felt sick,"[""""i_felt_sick""""]"
TEXT,DO_ANY_OF_THE_FOLLOWING_REASONS_DESCRIBE_WHY_YOU_WERE_TESTED_FOR_CORONAVIRUS_COVID_19_IN_THE_LAST_7_DAYS__I_WAS_IN_CONTACT_WITH_SOMEONE_WHO_WAS_SICK_OR_TESTED_POSITIVE_FOR_CORONAVIRUS_COVID_19,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I was in contact with someone who was sick or tested positive for coronavirus (COVID-19),"[""""i_was_in_contact_with_someone_who_was_sick_or_tested_positive_for_coronavirus_covid_19""""]"
TEXT,DO_ANY_OF_THE_FOLLOWING_REASONS_DESCRIBE_WHY_YOU_WERE_TESTED_FOR_CORONAVIRUS_COVID_19_IN_THE_LAST_7_DAYS__I_WAS_TESTED_WHILE_RECEIVING_OTHER_MEDICAL_CARE_SUCH_AS_SURGERY,"Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I was tested while receiving other medical care, such as surgery","[""""i_was_tested_while_receiving_other_medical_care_such_as_surgery""""]"
TEXT,DO_ANY_OF_THE_FOLLOWING_REASONS_DESCRIBE_WHY_YOU_WERE_TESTED_FOR_CORONAVIRUS_COVID_19_IN_THE_LAST_7_DAYS__MY_EMPLOYER_OR_SCHOOL_REQUIRED_IT,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | My employer or school required it,"[""""my_employer_or_school_required_it""""]"
TEXT,DO_ANY_OF_THE_FOLLOWING_REASONS_DESCRIBE_WHY_YOU_WERE_TESTED_FOR_CORONAVIRUS_COVID_19_IN_THE_LAST_7_DAYS__I_ATTENDED_A_LARGE_OUTDOOR_EVENT_OR_GATHERING,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I attended a large outdoor event or gathering,"[""""i_attended_a_large_outdoor_event_or_gathering""""]"
TEXT,DO_ANY_OF_THE_FOLLOWING_REASONS_DESCRIBE_WHY_YOU_WERE_TESTED_FOR_CORONAVIRUS_COVID_19_IN_THE_LAST_7_DAYS__I_WAS_IN_A_CROWDED_INDOOR_ENVIRONMENT,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I was in a crowded indoor environment,"[""""i_was_in_a_crowded_indoor_environment""""]"
TEXT,DO_ANY_OF_THE_FOLLOWING_REASONS_DESCRIBE_WHY_YOU_WERE_TESTED_FOR_CORONAVIRUS_COVID_19_IN_THE_LAST_7_DAYS__I_WANTED_TO_VISIT_FRIENDS_OR_FAMILY_AND_WANTED_TO_MAKE_SURE_I_DIDNT_HAVE_CORONAVIRUS_COVID_19_BEFORE_VISITING,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I wanted to visit friends or family and wanted to make sure I didn't have coronavirus (COVID-19) before visiting,"[""""i_wanted_to_visit_friends_or_family_and_wanted_to_make_sure_i_didnt_have_coronavirus_covid_19_before_visiting""""]"
TEXT,DO_ANY_OF_THE_FOLLOWING_REASONS_DESCRIBE_WHY_YOU_WERE_TESTED_FOR_CORONAVIRUS_COVID_19_IN_THE_LAST_7_DAYS__OTHER,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | Other,
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES2__NONE_OF_THESE_ACTIVITIES,"In the past 7 days, have you done any of the following activities? Please select all that apply. | None of these activities","[""""none_of_these_activities""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES2__GONE_TO_WORK_OR_SCHOOL_OUTSIDE_THE_PLACE_WHERE_YOU_ARE_CURRENTLY_STAYING_OR_LIVING,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Gone to work or school outside the place where you are currently staying or living","[""""gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES2__GONE_TO_A_MARKET_GROCERY_STORE_OR_PHARMACY,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Gone to a market, grocery store, or pharmacy","[""""gone_to_a_market_grocery_store_or_pharmacy""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES2__GONE_TO_A_BAR_RESTAURANT_OR_CAFE,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Gone to a bar, restaurant, or cafe","[""""gone_to_a_bar_restaurant_or_cafe""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES2__SPENT_TIME_WITH_SOMEONE_WHO_ISNT_CURRENTLY_STAYING_OR_LIVING_WITH_YOU,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Spent time with someone who isn't currently staying or living with you","[""""spent_time_with_someone_who_isnt_currently_staying_or_living_with_you""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES2__ATTENDED_AN_EVENT_OR_ACTIVITY_WITH_MORE_THAN_10_PEOPLE,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Attended an event or activity with more than 10 people","[""""attended_an_event_or_activity_with_more_than_10_people""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES2__USED_PUBLIC_TRANSPORTATION_LIKE_A_BUS_SUBWAY_OR_TRAIN,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Used public transportation (like a bus, subway, or train)","[""""used_public_transportation_like_a_bus_subway_or_train""""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_DONE_ANY_OF_THE_FOLLOWING_ACTIVITIES2__TRAVELED_ON_AN_AIRPLANE,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Traveled on an airplane","[""""traveled_on_an_airplane""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK2__NONE_OF_THE_ACTIVITY_OPTIONS_LISTED,During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | None of the activity options listed,"[""""none_of_the_activity_options_listed""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK2__GONE_TO_WORK_OR_SCHOOL_OUTSIDE_THE_PLACE_WHERE_YOU_ARE_CURRENTLY_STAYING_OR_LIVING,During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Gone to work or school outside the place where you are currently staying or living,"[""""gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK2__GONE_TO_A_MARKET_GROCERY_STORE_OR_PHARMACY,"During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Gone to a market, grocery store, or pharmacy","[""""gone_to_a_market_grocery_store_or_pharmacy""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK2__GONE_TO_A_BAR_RESTAURANT_OR_CAFE,"During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Gone to a bar, restaurant, or cafe","[""""gone_to_a_bar_restaurant_or_cafe""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK2__SPENT_TIME_WITH_SOMEONE_WHO_ISNT_CURRENTLY_STAYING_OR_LIVING_WITH_YOU,During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Spent time with someone who isn't currently staying or living with you,"[""""spent_time_with_someone_who_isnt_currently_staying_or_living_with_you""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK2__ATTENDED_AN_EVENT_OR_ACTIVITY_WITH_MORE_THAN_10_PEOPLE,During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Attended an event or activity with more than 10 people,"[""""attended_an_event_or_activity_with_more_than_10_people""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK2__USED_PUBLIC_TRANSPORTATION_LIKE_A_BUS_SUBWAY_OR_TRAIN,"During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Used public transportation (like a bus, subway, or train)","[""""used_public_transportation_like_a_bus_subway_or_train""""]"
TEXT,DURING_WHICH_OF_THESE_ACTIVITIES_IN_THE_PAST_7_DAYS_DID_YOU_WEAR_A_MASK2__TRAVELED_ON_AN_AIRPLANE,During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Traveled on an airplane,"[""""traveled_on_an_airplane""""]"
TEXT,IN_THE_PAST_7_DAYS_HOW_MANY_PEOPLE_HAVE_YOU_HAD_DIRECT_CONTACT_WITH_OUTSIDE_OF_YOUR_HOUSEHOLD2,"In the past 7 days, how many people have you had direct contact with, outside of your household? Your best estimate is fine.<br><br><em>""Direct contact"" means: a conversation lasting more than 5 minutes with a person who is closer than 6 feet away from you, or physical contact like hand-shaking, hugging, or kissing.</em>",
TEXT,IN_THE_PAST_7_DAYS_HOW_OFTEN_DID_YOU_WEAR_A_MASK_WHEN_IN_PUBLIC2,"In the past 7 days, how often did you wear a mask when in public?","[""all_the_time"",""a_little_of_the_time"",""none_of_the_time"",""i_have_not_been_in_public_during_the_past_7_days"",""most_of_the_time"",""some_of_the_time""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_TRAVELED_OUTSIDE_OF_YOUR_STATE2,"In the past 7 days, have you traveled outside of your state?","[""yes"",""no""]"
TEXT,HAVE_ANY_MEMBERS_OF_YOUR_HOUSEHOLD_OTHER_THAN_YOURSELF_EXPERIENCED_FLU_LIKE_OR_CORONAVIRUS_LIKE_SYMPTOMS_RECENTLY2,Have any members of your household (other than yourself) experienced <em>flu-like or coronavirus-like symptoms</em> recently?,"[""yes_within_the_last_7_days"",""yes_within_the_last_14_days"",""yes_more_than_14_days_ago"",""no"",""i_live_alone""]"
TEXT,HAS_ANYONE_ELSE_YOU_REGULARLY_INTERACT_WITH_OUTSIDE_YOUR_HOUSEHOLD2,"Has anyone else you regularly interact with outside your household (e.g., family members, friends, coworkers, acquaintances) experienced<em> flu-like</em> or <em>coronavirus-like symptoms</em> recently?","[""yes_within_the_last_7_days"",""yes_within_the_last_14_days"",""yes_more_than_14_days_ago"",""i_don_t_know_i_m_not_sure"",""no""]"
TEXT,IN_THE_PAST_7_DAYS_HAVE_YOU_HAD_DIRECT_CONTACT_WITH_ANYONE_WHO_WAS_RECENTLY_DIAGNOSED_WITH_COVID_19_OR_THE_FLU2,"In the past 7 days, have you had direct contact with anyone who <span style=""text-decoration: underline;"">was recently</span> diagnosed with COVID-19 or the flu?<br><br><em>?Direct contact"" means: a conversation lasting more than 5 minutes with a person who is closer than 6 feet away from you or physical contact like handshaking, hugging, or kissing.</em>","[""no"",""yes""]"
TEXT,WAS_THIS_PERSON_A_MEMBER_OF_YOUR_HOUSEHOLD2,Was this person a member of your household?,"[""yes"",""no""]"
TEXT,DID_YOU_RECEIVE_THE_FLU_VACCINE_OFTEN_CALLED_THE_FLU_SHOT_RECENTLY2,"Did you receive the flu vaccine (often called the flu shot) <span style=""""text-decoration: underline;"""">recently</span>?","[""yes"",""no"",""i_don_t_know_can_t_remember""]"
TEXT,WHEN_DID_YOU_RECEIVE_THE_FLU_VACCINE_OFTEN_CALLED_THE_FLU_SHOT2__DATE_FLU_VACCINE,"When did you receive the flu vaccine (often called the flu shot)? If you don?t recall the exact date, please provide the best estimate. | Date Flu Vaccine",
TEXT,DID_YOU_RECEIVE_A_COVID_19_OR_CORONAVIRUS_VACCINE_RECENTLY2,"Did you receive a COVID-19 or coronavirus vaccine <span style=""""text-decoration: underline;"""">recently</span>?","[""no"",""yes"",""i_don_t_know_can_t_remember""]"
TEXT,WHEN_DID_YOU_RECEIVE_A_COVID_19_OR_CORONAVIRUS_VACCINE2__COVID_19_VACCINE_DATE,"When did you receive a COVID-19 or coronavirus vaccine??<br><em>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",
