variable_name,form_name,section_header,ui,label,value_constraints,field_note,pattern,min,max,branching_logic,required,Custom Alignment,question_id,Matrix Group Name,description,source_file,source_directory,Digest (variable_name|source_file|source_directory)
special_ser,tier2_ped,"Below is a list of comments made by people after stressful life events. Please tick each item showing how frequently these comments were true for you during the past seven days. If they did not occur during that time, please tick the 'not at all' box. ",radio,"Has this child EVER received special services to meet their developmental needs such as speech, occupational, or behavioral therapy?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,f3635940b2d6cdc4ce9bdd055e1fae1ccb483d29a1db1aaa831dbcfe06536c079bc864a23d39931e25a9491026f3039ff1855f02a5d3085d08aaa14123faddbd
special_ser_during,tier2_ped,"Below is a list of comments made by people after stressful life events. Please tick each item showing how frequently these comments were true for you during the past seven days. If they did not occur during that time, please tick the 'not at all' box. ",radio,Is/was this child receiving these special services during the pandemic (since March 2020)?,"0, No| 1, Yes| 99, Prefer not to answer",,,,,[special_ser] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,baa184476d188601f14c717e111b1c2d4e49a9d0558b15a44986549deab8d2095ee9b65e55ac4185693b9968c8ea647baab2a125c64334fc7530b2e1cf0464c6
special_ser_before,tier2_ped,"Below is a list of comments made by people after stressful life events. Please tick each item showing how frequently these comments were true for you during the past seven days. If they did not occur during that time, please tick the 'not at all' box. ",radio,Was this child receiving these special services BEFORE the pandemic (before March 2020)?,"0, No| 1, Yes| 99, Prefer not to answer",,,,,[special_ser] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,1de1dc7c6fdd22716ab4387f6aa4c27eee5428099079522ff36a2958b696f4ede8540198637f517f5cfec9b9576bb8899c9d82e8eab09606f3a2ec7295b0cfb5
gest_age_birth,tier2_ped,"Below is a list of comments made by people after stressful life events. Please tick each item showing how frequently these comments were true for you during the past seven days. If they did not occur during that time, please tick the 'not at all' box. ",text,"If <2 years of age, what was the participant's gestational age at birth (in weeks)?",,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,58cdaa29b0cb3ccaaa4791bb0647e8125ec290d474650efc8b5863a271765faad61481fa01a9b23ef756e673d80febe9db169ac3f7292425779f587012e8e928
deaf_diff,tier2_ped,Disability Status,radio,"(0-12+) Does this child have deafness or problems with hearing? / (15+) Are you deaf, or do you have serious difficulty hearing?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,9ffa128253fb193f8e2aed65ca9210bdf01fe16fa062d45f7c0d08273df494a1996229e96d6da146eb442daa0b2651372896ad8282c9d2d3b627487800521f69
blind_diff,tier2_ped,Disability Status,radio,"(0-12+) Does this child have blindness or problems with seeing even when wearing glasses? / (15+) Are you blind, or do you have serious difficulty seeing, even when wearing glasses?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,96a9b06ed265b36204fe0477eb7b71a99e7f258524446b11b884aa72f8f5e8ae06d24de7c71d58339ea0c31e192df7dd069dae769a28a3637834489063f7c72d
conc_diff,tier2_ped,Disability Status,radio,"(6-12+) Does this child have serious difficulty concentrating, remembering, or making decisions because of a physical, mental, or emotional condition? / (5+) Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions? ","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,6de9e9a13df9b6f610670b2744b86d6a89d9ffe88ac58a8fcd9d08125e51db4b2119e0e672d924787c033c2c25b124b0777e97f7452e59b2c6b984f367c52e45
walk_diff,tier2_ped,Disability Status,radio,(6-12+) Does this child have serious difficulty walking or climbing stairs? / (5+) Do you have serious difficulty walking or climbing stairs?,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,3b4a8446b4046cced8bf17de73ddb0cd589b5e4eebb84bbe6ff80085e6526529661a2295773a2285a7d61c6e90b8ecd6e0c04056a917b9a322f5253fcc7fb48b
dress_diff,tier2_ped,Disability Status,radio,"(6-12+) Does this child have difficulty dressing or bathing? / (5+) Do you have difficulty dressing or bathing? ","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,eeea62ac7bf7071c9392db056da67f7638cbb109e2586db93c9cf1084ee7ea181e4a78f9e376514dd434844370f820c00963fac046ba0fda46a0e9a60c1e4a7b
errands_diff,tier2_ped,Disability Status,radio,"(12+) Does this child have difficulty doing errands alone, such as visiting a doctor's office or shopping, because of a physical mental, or emotional condition? / (15+) Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c289b4046d5e0e754fe8f70df8ed19819d81dc16715fa3cd91078a2c0e73eb687715526bfa2aae71ac673f211b9fec0d993b09b6a32e8e64c659f7e73184e371
use_meds,tier2_ped,Special Healthcare needs,radio,Does your child currently need or use medicine prescribed by a doctor (other than vitamins)?,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,3f5fcdf882ea92045ce509beb9da7716884263fe87a84f5c1d479581cbebdc9eb4b1064e45bf4e8809a376df5d4918b8970bb525181d8c4dd44cb1af805ddd88
any_med_condition,tier2_ped,Special Healthcare needs,radio,"Is this because of ANY medical, behavioral or other health condition?","0, No| 1, Yes| 99, Prefer not to answer",,,,,[use_meds] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,2af41b28d8f44a0f8d5a63aa2c412f5c2d6028e9e333672d88a614d9f9f17fc827a998c54a772b2c121e2eb825ce7fbc1ca5cc3cf00efe08a2ebe3d9b9f7e9fb
any_med_condition_yr,tier2_ped,Special Healthcare needs,radio,Is this a condition that has lasted or is expected to last for at least 12 months?,"0, No| 1, Yes| 99, Prefer not to answer",,,,,[any_med_condition] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,8d20bb6308f8313241934fbefdbf3b579301a2bbc6ff3d77dc87afcbd1da5d88536677f0e855d9239b42a6b5330034ec1ad2b4eb6f578f2a5dfde61688fd6a0e
more_care,tier2_ped,Special Healthcare needs,radio,"Does your child need or use more medical care, mental health or educational services than is usual for most children of the same age?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,7b5867bb39f8b289fd166dc28f55df746f08c415e7f907a23b85d35c708700485f3639693c0c00c79ae126129ffed9c04cf14f526a6666498e269df9074bd687
any_care_condition,tier2_ped,Special Healthcare needs,radio,"Is this because of ANY medical, behavioral or other health condition?","0, No| 1, Yes| 99, Prefer not to answer",,,,,[more_care] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,99e55aacdeb346aeb65b4f0dd01e919a298bbcb27ff899e660cdfe1ef78441c2782da8f6327291fa4c8be8e3353cd8fd4a266d6018476de7f8842aff60f4ad8c
any_care_condition_yr,tier2_ped,Special Healthcare needs,radio,Is this a condition that has lasted or is expected to last for at least 12 months?,"0, No| 1, Yes| 99, Prefer not to answer",,,,,[any_care_condition] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,63fdbf91a15e7f15573ecc6e2013188cd5e3002232108c3efa588bed701987eb31516af8eea539619722ff9c0faf915328b86980b4c615b13492e32a68b9e215
lim_abil,tier2_ped,Special Healthcare needs,radio,Is your child limited or prevented in any way in his or her ability to do the things most children of the same age can do?,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,ac78ab80d0803c2ac870a7b29d91e033d7e1975323ef20112ba002c8150c398fd367ec2581a4ab7470a1391c4e7d391b46c34442b4b05a8d55ba78b473d7b8cd
lim_abil_condition,tier2_ped,Special Healthcare needs,radio,"Is this because of ANY medical, behavioral or other health condition?","0, No| 1, Yes| 99, Prefer not to answer",,,,,[lim_abil] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,d037e48a707cfcbc61654e6edb23c55c6fd4cb9ea17da595c87f34a6e2c8f4b97a26cfc235ab2a0ac60e0cb7592d0a9be33da359f0ede0310e4b51cb57807a42
lim_abil_condition_yr,tier2_ped,Special Healthcare needs,radio,Is this a condition that has lasted or is expected to last for at least 12 months?,"0, No| 1, Yes| 99, Prefer not to answer",,,,,[lim_abil_condition] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,4f226bb6b5a9099338b0c4f983a0a6f091e0a417ae7ce7973106ed79eab7108e0bb8ada1da9937107e79c8fc688a0e05c746932a10a7c7d43a7706f621a751c2
therapy,tier2_ped,Special Healthcare needs,radio,"Does your child need or get special therapy, such as physical, occupational or speech therapy?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,4062cd9d77818b342969615e4945ef04811191f0b44ffa9f39b6bbf4db8dd01f38262fada84abc11da604a79229ae77eee855f21bb1008e627f914bd58311d6a
therapy_condition,tier2_ped,Special Healthcare needs,radio,"Is this because of ANY medical, behavioral or other health condition?","0, No| 1, Yes| 99, Prefer not to answer",,,,,[therapy] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,4d5e49dde7fb9d1b3a2af6202bf64c9a767244a4b8b596d59afbc900d9ef12258f5d96046d0f99281f9138576be928f91bf56e51acd4d4dd7b7e853b87453332
therapy_condition_yr,tier2_ped,Special Healthcare needs,radio,Is this a condition that has lasted or is expected to last for at least 12 months?,"0, No| 1, Yes| 99, Prefer not to answer",,,,,[therapy_condition] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,a040c06e1c185d2d03b7d08a969369822c62622932185012a855345d4f4ab7020a6980bc1db61df876c5ef5e9c1adc637a9e22ef94c2eff435fd9fb0d8aa89db
treatment,tier2_ped,Special Healthcare needs,radio,"Does your child have any kind of emotional, developmental or behavioral problem for which he or she needs or gets treatment or counseling?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,ba42f16b0a2e58687411b39b88eb29117ba61dcb327a0dbe584e6a3529693e50e3eb2790c41e9bae36b7dc8c43ec94d92dcb8236a016bbff5cd54fed25fd38f2
treatment_yr,tier2_ped,Special Healthcare needs,radio,Has this problem lasted or is it expected to last for at least 12 months?,"0, No| 1, Yes| 99, Prefer not to answer",,,,,[treatment] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,129771281a2ea3c1300fd795dda9690ac63cc8400abb35e4b7e2d073c9f9232863dbfd825c7ccfc56347c2fdaf51d75badceecf9958c86a52155a76d7fd379f6
walking_bath,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Walking to the bathroom,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,700bbbf6def61d571a18ff60378a7060f9857eedf68e78ef8d3f23267a69d754332540981bb36262a502e0a5a0e810d6394e70c69c6843ad39cddba02c265dcd
walking_stairs,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Walking up stairs,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,5c68061bb3d7c509cdf48a6ff074e1088fbc4ec35866e017db32429b2e1dbb5c15adf3dedf2c037aa274afd1a330fa1a29da06259db9f2672b5e4b7af74020b7
something_friend,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,"Doing something with a friend (For example, playing a game)","0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,05dfa93a1490d5efd211bf1500ebabeb948b6fad8c1b5da3b8a332529c5826ba3f68d51567a47f0d29899bba9378672e91406ecc0c643edcdc26c2719bb99f7c
chores_home,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Doing chores at home,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,11a11b01aacb02e7e21122ffca67b8b523804df86cafa43523ddc91f4510882c575de2b2e7bf6290a5294779ce62c5546874db11e4a817c7dda0e2085a75bfa6
eating_meals,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Eating regular meals,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,02ccbf26d1a1c137f436c8ff469aee86053b93c935bf4ce6a947b8a44021e488cee1f7feb7d5aaf21dc13f0e782ce607d1495d9a108b2077d2c9e0deb6b775c4
up_all_day,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Being up all day without a nap or rest,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,79bac0694773b9809f31ae60656243402eabfc17a727318f38503382eba98ff02d0682a81d9feadfb54ff682e83b472f75debebb6558dff1de6ca49b4ae7d1ee
riding_bus,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Riding the school bus or traveling in the car,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,3e2a49c740557919b7d4f0534aa0fb503d1945b592ef1844d835f33c827e6ef5fe42fa44f93833d50af6c7a7c0231967aa9e4eda968b94d98f56a53badc274f6
school_day,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Being at school all day,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,2920607e35f2c1f56cc518dbc503cc81a2ca1e6fe15ef1e374b8dbb67c21e7551e483683f90cb39d8dae258bb6ad1d0839a683e6f502ba31232cfcf34119e8da
activities_gym,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Doing the activities in gym class (or playing sports),"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,a9374f6998d2fda75452fa444ed4d9df1c7f0593281249a17b6c7ab8dedf0ef4f035db1a901917d943cb5cd7df535be2a85cc36a26caca3c8f95b3e54966b685
reading_homework,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Reading or doing homework,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,a600a3c8d7ac80cb9ce071fa10c53511e31c3153bd9a7f41808d21a48e46c55a4f5ac3e8b774d3cfa8b171acf7b9e74d71dc4850691107a81b206e7a812e27db
watching_tv,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Watching TV,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,e20df1305b84c91be07aa8c075eb6925e178ea10f472507bb17f52c16fbe6de8b824366b17a080feb3d024eb1a9b244faafed2c85fa8189f8e8e04cde944fc50
walking_football,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Walking the length of a football field,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,6b04fad479a5d5f61066aa06cb266f18dbdc6cf360138ddcac989ea883dbf233c994331e92e251f8df4b6fbc3ea4a29229da4cee0b6361c7ac89027d623aa15a
running_football,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Running the length of a football field,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,97a397d83bc90659dc81a476e353b0cfdbd4007c24f71265b3c0c59b6b3faf8d0e0a82260b80db05880046e002fda5d68403a975e447b08cf9dbd49c54944a59
going_shopping,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Going Shopping,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,eb41ecb07f984302d2e2555a19bca29808ac226f827a607cb539805a19e6e04cf295e4615d5427e46c8cd6f25a33cee3d0c642109eb0dc36a945fa232ba3e985
getting_sleep,tier2_ped,"Functional Disability Inventory: In the past two weeks, would you have had any physical trouble or difficulty doing these activities?",radio,Getting to sleep at night and staying asleep,"0, No trouble|1, A little trouble|2,Some trouble|3,A lot of trouble|4, Impossible|99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,50ee11aa298c4c6bbb4523458371a0eb53420af2e06f2c9cac52dd237b9cbdd8df6d6e6ea8a4c7b94d55d49e27b0768a16a715643343be8c9941d5ae0c955cdb
checkup_yr,tier2_ped,Developmental Delay Screening/Surveillance,radio,"DURING THE PAST 12 MONTHS, did this child see a doctor, nurse, or other health care professional for sick-child care, well-child check-ups, physical exams, hospitalizations, or any other kind of medical care?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,585617b4bf932a8e09ba1c241abdca34447f958f796c91daec9b3cdf085fcbc74f89053192935b2083e0fb09d01d2e5899450eb2c465332b215fb9b54c78c2e4
fam_concern_yr,tier2_ped,Developmental Delay Screening/Surveillance,radio,"DURING THE PAST 12 MONTHS, did you, another family member or a friend have concerns about this child's learning, development, or behavior?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,5dd6c82b23220d61a4c57ec0e8fd9883921bcc44c887043090c810c8d15c3d08a995bb1bcb7654e0152225dd2f328ff616ee719fae8a9ee4469bbbe202c633c8
doc_concern_yr,tier2_ped,Developmental Delay Screening/Surveillance,radio,"DURING THE PAST 12 MONTHS, did this child's doctors or other health care providers ask if you have concerns about this child's learning, development, or behavior?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,da26d2caedc65b12bc3aaed2fcb69966668d241918cca126d4eb37892658bad8b82f70aa7b45e2ab1babb60195d212eb1a697b6b2598b2fd0747cfc937223f3e
fam_new_concern_yr,tier2_ped,Developmental Delay Screening/Surveillance,radio,"DURING THE PAST 12 MONTHS, did you, another family member or a friend have concerns about this child's learning, development, or behavior that wasn't asked about by your provider?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,489c9b25457c4aa0ff488d002545012497264ff7ee1dd7cf16802a50b2446a868b40d907abbbbf59dae2d0c11ecc042ccf9f5b66a67842c18da07f62e71522e7
doc_question_yr,tier2_ped,Developmental Delay Screening/Surveillance,radio,"DURING THE PAST 12 MONTHS, did a doctor or other health care provider have you or another caregiver fill out a questionnaire about observations or concerns you may have about this child's development, communication, or social behaviors?","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,f612323382f7654730831395e1980af9b734c4d8bfa147a2eded5e350bb84676ca259fbb7ae57c0571319734c306ffab5c14a60e47b561bbaec220730cd1d34c
doc_question_yr_detail,tier2_ped,Developmental Delay Screening/Surveillance,checkbox,"If Yes, (2-5) Did the questionnaire ask about your concerns or observations about: Mark ALL that apply.","1, Words and phrases this child uses and understands? |2, How this child behaves and gets along with you and others? | 99, Prefer not to answer",,,,,[doc_question_yr]='1',,,,," @NONEOFTHEABOVE='99'",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,1df08b138dac4796ace45114a7280ed959032e034c4a04686d0edbfe6896be6c1978e50d8b8ad909468dce416041bab15dbb38d7bd1810fabb98965e074c4be7
diab_typ1,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Diabetes type I,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,018b59b48b55b128c57759484ae41983b56c62ecea69054fe7005504cb02377b68a534daf545edda45eb5025cd9b5afbd8fa5204d0351810cf8a84175ad3af5e
diab_typ2,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Diabetes type II,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,8901b04681f9571cd33be918d96308dfa01844e4a16902d8b50aea4863524936408350fa56306d88d21470db87df70e3774e0a257e96dee2c6b57b3610df63ea
obesity,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Obesity,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,00bbc5f41699a00fafc76a03a526bf00034067f8de3e24a5feb58edcc00f0d287aba091819bb8e1dbe7db9e83545be9c1634106d9a4b9940b1080ad364226bbc
asthma,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Asthma,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,d51b4f69eff1a5148ba4914a56f91d69c127197b4abeb349bc8d66f871af4768c29ed2e3a69e0a4615858064b94eb5a6cff272b0bdc83921229438058f04268d
cys_fib,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Cystic fibrosis,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,9d10b393b8631fce2d855405cc06c1081704a4cf86c363d117f156dd1f525732f1a4495f6146e1718e5eaff739b348383468f465f41c8ad20718fa32663f3ff0
cancer,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Cancer,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,710071c90f880777cc6a8c3ee9fb6e8f02c9b5415bac205ce0335eb42f3979d1e9c6f468e9dc5eeab8398c0513f04b6ba02df91056d5464b17461270d6947b98
bmt,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Hematopoietic cell recipient/bone marrow transplant recipient,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,0c784079d9112eddff3e13fa2f4191fb1e6e8190792aef27f7392a18b052ca24f4bf82659f9a8d67ed96be388f8a73d4f199dcb9bc836ba06c2f9da5b086e13e
organ_transplant,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Solid organ transplant recipient,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,9b0550f936d75339ecaacf92f7763d50212c117ae50227e44e2470ad47c1d17e1b892fe35356c78a317ba05ef7021371f3158c8e2f3a02126447a1634b93798e
rheum_condition,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,"Rheumatologic conditions (e.g. rheumatoid arthritis, systemic lupus erythematosus, vasculitis)","0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,52018770f31bfc7df2ac0bc65f90b86701f35185ffc116e776462fa47a6efd35d667c9cbfcb259f3485938785b89e113bcc2634d418731f29ba0bf4ce311d3ea
hyperten,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Hypertension,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,94c92870dff5d676efb70940aaed79023260d57be4ec085085607755a6e7ff559ec73c7059905b6e2de3d6417b58fe9953f565e5c610b4ee00d93f48f2437b07
congen_hd,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Congenital heart disease,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,07f3f48843bb6f7c84bb2ea1602bebb843534659f09ccb2976e0cec5fe65b599bff8573c94528b46cee7c7caa776557b6b98dac18749221d2bf1672dfdab958a
heart_failure,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Heart failure,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,3cd5a3623c751bbeffddc73788143e8a4c6faf3f6c7e8bfc45bd02c7e659c541a139ebbc28cf72754f00e060f053266231624c8471d5017f00b41e083a57c2ac
cardiomyop,tier2_ped,Significant underlying medical conditions at the time of COVID-19 testing or diagnosis:,radio,Cardiomyopathy,"0, No| 1, Yes| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,0a615ca371bded9c2b1e1dda426e35fd9f1abd61ac0d823294c92e1f6e7f6b5fb04c64df7b997b02cba43cd05cb27086986a81f26747e84d82f8ad8812ab2553
