Id,Description,Datatype,Units,Enumeration,Label,Additional Missing Value Codes,Terms,Unit,Section,ui,Notes,min,max,CDE Reference,pattern,phi_id,branching_logic,required,form_name,header,Variable Classification,Validation,Field Notes,Branching_Logic,CDE_Reference,Custom Alignment,source_file,source_directory,Program,Title,Summary
other_concern_child_18,,,,,Please describe anything else that concerns you about the impact of Coronavirus/COVID-19 on your child.,,,,CRISIS_Health Status Child Survey,text,18mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
adult_survey_age_24,,,,"round(datediff([baseline_arm_1][dob],[sixmo_self_survey_completed],'M','ymd'),0)",Age survey completed,,,months,CRISIS_Health Status Adult Survey,calc,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
vaccine_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, have you received the Covid-19 vaccine?",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,," ",,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
vaccine_type_24,,,,"1, Pfizer|2, Moderna|3, J&J|99, Other",What vaccine did you receive?,,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,[vaccine]='1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
vaccine_type_other_24,,,,,Describe other vaccine that you received,,,,CRISIS_Health Status Adult Survey,text,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,[vaccine_type] = '99',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
vaccine_side_effects_24,,,,"1, Yes|0, No|96, Don't know",Have you experienced any side-effects from the vaccine?,,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,[vaccine]='1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
side_effect_status_24,,,,"1, Yes|0, No|96, Don't know",Do you still have the side effect(s)? (1st dose),,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,[vaccine_side_effects] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
vaccine_side_effects_2_24,,,,"1, Yes|0, No|96, Don't know",Have you experienced any side-effects from the 2nd vaccine dose?,,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,[event-name][vaccine_date_2] <> '',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
side_effect_status_2_24,,,,"1, Yes|0, No|96, Don't know",Do you still have the side effect(s)? (2nd dose),,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,[vaccine_side_effects_2] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
vaccine_side_effects_booster_24,,,,"1, Yes|0, No|96, Don't know",Have you experienced any side-effects from the booster vaccine?,,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,[vaccine_date_booster]<>'',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
side_effect_status_booster_24,,,,"1, Yes|0, No|96, Don't know",Do you still have the side effect(s)? (booster),,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,[vaccine_side_effects_booster] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_1_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Tested positive for Covid)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_2_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with heart disease)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_3_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with lung disease)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_4_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with kidney disease)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_5_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Been diagnosed with eye disease)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_6_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Had a stroke)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_7_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Had trouble remembering things)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_8_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Had trouble concentrating)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_9_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Had new or continued loss of sense of taste or smell)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_10_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Had pain in your joints or muscles)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_11_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Felt tired or weak a lot)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_12_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Had trouble being active because you were tired or had a hard time breathing)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_13_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Had red, swollen, or irritated eyes not due to allergies)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
new_diag_symptoms_0_24,,,,"1, Yes|0, No","In the PAST SIX MONTHS, has you experienced any of the following (Nothing new to report)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
exposed_1_24,,,,"1, Yes|0, No","During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (Yes, someone with positive test)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
exposed_2_24,,,,"1, Yes|0, No","During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (Yes, someone with medical diagnosis)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
exposed_3_24,,,,"1, Yes|0, No","During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (Yes, someone with possible symptoms, but no diagnosis by doctor)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
exposed_4_24,,,,"1, Yes|0, No","During the PAST TWO WEEKS, have you been exposed to someone likely to have Coronavirus/COVID-19? (No, not to my knowledge)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
infected_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have you been suspected of having Coronavirus/COVID-19 infection?",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_1_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have you had a fever",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_2_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have you had a cough",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_3_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have you had shortness of breath",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_4_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have you had a sore throat",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_5_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have you had fatigue",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_6_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have you had loss of taste or smell",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_7_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have you had an eye infection",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_8_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have you had other symptoms",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
symptoms_other_24,,,,"1, Yes|0, No",Please describe your other symptom(s),,," ",CRISIS_Health Status Adult Survey,text,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,[symptoms(8)] = '1',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
covid_family_1_24,,,,"1, Yes|0, No","During the PAST TWO WEEKS, has anyone in your family been diagnosed with Coronavirus/COVID-19? (Yes, member of household)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
covid_family_2_24,,,,"1, Yes|0, No","During the PAST TWO WEEKS, has anyone in your family been diagnosed with Coronavirus/COVID-19? (Yes, non-household member)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
covid_family_3_24,,,,"1, Yes|0, No","During the PAST TWO WEEKS, has anyone in your family been diagnosed with Coronavirus/COVID-19? (No)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
