datatype,variable_name,description,value_constraints,source_file,source_directory
text,in_the_past_14_days_did_you_complete_a_survey_and_report_experiencing_flu_like_or_coronavirus_like_symptoms,"In the past 14 days, did you complete a survey and report <em>experiencing flu-like</em> or <em>coronavirus-like symptoms</em>?","[""yes"",""i_dont_know_i_dont_remember"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_feel_like_you_were_completely_recovered_from_the_flu_like_or_coronavirus_like_illness_that_you_reported_on_a_previous_survey__date_recovered,"When did you feel like you were completely recovered from the flu-like or coronavirus-like illness that you reported on a previous survey? If you don?t recall the exact date, please provide the best estimate. | Date Recovered",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,have_you_been_tested_for_coronavirus_also_known_as_covid_19_in_the_past_7_days,"Have you been tested for coronavirus (also known as COVID-19) in the past 7 days?<br><em>If you completed an at-home test for COVID-19, please answer ?Yes? here.</em>","[""no"",""yes""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_test_positive_for_coronavirus_also_known_as_covid_19,Did you test positive for coronavirus (also known as COVID-19)?,"[""yes"",""no"",""i_am_waiting_for_my_diagnosis"",""i_don_t_know_i_can_t_remember""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_receive_your_diagnosis__date_received_diagnosis,"When did you receive your diagnosis? If you don?t recall the exact date, please provide the best estimate. | Date Received Diagnosis",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,what_kind_of_diagnostic_test_did_you_receive_or_complete_at_home2,What kind of diagnostic test did you receive or complete at home?,"[""nasal_swab_in_the_nose"",""i_don_t_know_i_can_t_remember"",""throat_swab"",""a_saliva_sample_spit_in_a_tube""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,what_kind_of_diagnostic_test_did_you_receive_or_complete_at_home2__other,What kind of diagnostic test did you receive or complete at home? | Other,,survey__weekly_survey_origcopy.csv,RADx-DHT
text,do_any_of_the_following_reasons_describe_why_you_were_tested_for_coronavirus_covid_19_in_the_last_7_days__i_felt_sick,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I felt sick,"[""""i_felt_sick""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,do_any_of_the_following_reasons_describe_why_you_were_tested_for_coronavirus_covid_19_in_the_last_7_days__i_was_in_contact_with_someone_who_was_sick_or_tested_positive_for_coronavirus_covid_19,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I was in contact with someone who was sick or tested positive for coronavirus (COVID-19),"[""""i_was_in_contact_with_someone_who_was_sick_or_tested_positive_for_coronavirus_covid_19""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,do_any_of_the_following_reasons_describe_why_you_were_tested_for_coronavirus_covid_19_in_the_last_7_days__i_was_tested_while_receiving_other_medical_care_such_as_surgery,"Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I was tested while receiving other medical care, such as surgery","[""""i_was_tested_while_receiving_other_medical_care_such_as_surgery""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,do_any_of_the_following_reasons_describe_why_you_were_tested_for_coronavirus_covid_19_in_the_last_7_days__my_employer_or_school_required_it,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | My employer or school required it,"[""""my_employer_or_school_required_it""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,do_any_of_the_following_reasons_describe_why_you_were_tested_for_coronavirus_covid_19_in_the_last_7_days__i_attended_a_large_outdoor_event_or_gathering,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I attended a large outdoor event or gathering,"[""""i_attended_a_large_outdoor_event_or_gathering""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,do_any_of_the_following_reasons_describe_why_you_were_tested_for_coronavirus_covid_19_in_the_last_7_days__i_was_in_a_crowded_indoor_environment,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I was in a crowded indoor environment,"[""""i_was_in_a_crowded_indoor_environment""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,do_any_of_the_following_reasons_describe_why_you_were_tested_for_coronavirus_covid_19_in_the_last_7_days__i_wanted_to_visit_friends_or_family_and_wanted_to_make_sure_i_didnt_have_coronavirus_covid_19_before_visiting,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | I wanted to visit friends or family and wanted to make sure I didn't have coronavirus (COVID-19) before visiting,"[""""i_wanted_to_visit_friends_or_family_and_wanted_to_make_sure_i_didnt_have_coronavirus_covid_19_before_visiting""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,do_any_of_the_following_reasons_describe_why_you_were_tested_for_coronavirus_covid_19_in_the_last_7_days__other,Do any of the following reasons describe why you were tested for coronavirus (COVID-19) in the last 7 days? Please select all that apply. | Other,,survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities2__none_of_these_activities,"In the past 7 days, have you done any of the following activities? Please select all that apply. | None of these activities","[""""none_of_these_activities""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities2__gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Gone to work or school outside the place where you are currently staying or living","[""""gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities2__gone_to_a_market_grocery_store_or_pharmacy,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Gone to a market, grocery store, or pharmacy","[""""gone_to_a_market_grocery_store_or_pharmacy""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities2__gone_to_a_bar_restaurant_or_cafe,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Gone to a bar, restaurant, or cafe","[""""gone_to_a_bar_restaurant_or_cafe""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities2__spent_time_with_someone_who_isnt_currently_staying_or_living_with_you,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Spent time with someone who isn't currently staying or living with you","[""""spent_time_with_someone_who_isnt_currently_staying_or_living_with_you""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities2__attended_an_event_or_activity_with_more_than_10_people,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Attended an event or activity with more than 10 people","[""""attended_an_event_or_activity_with_more_than_10_people""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities2__used_public_transportation_like_a_bus_subway_or_train,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Used public transportation (like a bus, subway, or train)","[""""used_public_transportation_like_a_bus_subway_or_train""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_done_any_of_the_following_activities2__traveled_on_an_airplane,"In the past 7 days, have you done any of the following activities? Please select all that apply. | Traveled on an airplane","[""""traveled_on_an_airplane""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask2__none_of_the_activity_options_listed,During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | None of the activity options listed,"[""""none_of_the_activity_options_listed""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask2__gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living,During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Gone to work or school outside the place where you are currently staying or living,"[""""gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask2__gone_to_a_market_grocery_store_or_pharmacy,"During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Gone to a market, grocery store, or pharmacy","[""""gone_to_a_market_grocery_store_or_pharmacy""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask2__gone_to_a_bar_restaurant_or_cafe,"During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Gone to a bar, restaurant, or cafe","[""""gone_to_a_bar_restaurant_or_cafe""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask2__spent_time_with_someone_who_isnt_currently_staying_or_living_with_you,During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Spent time with someone who isn't currently staying or living with you,"[""""spent_time_with_someone_who_isnt_currently_staying_or_living_with_you""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask2__attended_an_event_or_activity_with_more_than_10_people,During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Attended an event or activity with more than 10 people,"[""""attended_an_event_or_activity_with_more_than_10_people""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask2__used_public_transportation_like_a_bus_subway_or_train,"During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Used public transportation (like a bus, subway, or train)","[""""used_public_transportation_like_a_bus_subway_or_train""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask2__traveled_on_an_airplane,During which of these activities in the past 7 days did you wear a mask? Please select all that apply. | Traveled on an airplane,"[""""traveled_on_an_airplane""""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_how_many_people_have_you_had_direct_contact_with_outside_of_your_household2,"In the past 7 days, how many people have you had direct contact with, outside of your household? Your best estimate is fine.<br><br><em>""Direct contact"" means: a conversation lasting more than 5 minutes with a person who is closer than 6 feet away from you, or physical contact like hand-shaking, hugging, or kissing.</em>",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_how_often_did_you_wear_a_mask_when_in_public2,"In the past 7 days, how often did you wear a mask when in public?","[""all_the_time"",""a_little_of_the_time"",""none_of_the_time"",""i_have_not_been_in_public_during_the_past_7_days"",""most_of_the_time"",""some_of_the_time""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_traveled_outside_of_your_state2,"In the past 7 days, have you traveled outside of your state?","[""yes"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,have_any_members_of_your_household_other_than_yourself_experienced_flu_like_or_coronavirus_like_symptoms_recently2,Have any members of your household (other than yourself) experienced <em>flu-like or coronavirus-like symptoms</em> recently?,"[""yes_within_the_last_7_days"",""yes_within_the_last_14_days"",""yes_more_than_14_days_ago"",""no"",""i_live_alone""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,has_anyone_else_you_regularly_interact_with_outside_your_household2,"Has anyone else you regularly interact with outside your household (e.g., family members, friends, coworkers, acquaintances) experienced<em> flu-like</em> or <em>coronavirus-like symptoms</em> recently?","[""yes_within_the_last_7_days"",""yes_within_the_last_14_days"",""yes_more_than_14_days_ago"",""i_don_t_know_i_m_not_sure"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,in_the_past_7_days_have_you_had_direct_contact_with_anyone_who_was_recently_diagnosed_with_covid_19_or_the_flu2,"In the past 7 days, have you had direct contact with anyone who <span style=""text-decoration: underline;"">was recently</span> diagnosed with COVID-19 or the flu?<br><br><em>?Direct contact"" means: a conversation lasting more than 5 minutes with a person who is closer than 6 feet away from you or physical contact like handshaking, hugging, or kissing.</em>","[""no"",""yes""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,was_this_person_a_member_of_your_household2,Was this person a member of your household?,"[""yes"",""no""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_receive_the_flu_vaccine_often_called_the_flu_shot_recently2,"Did you receive the flu vaccine (often called the flu shot) <span style=""""text-decoration: underline;"""">recently</span>?","[""yes"",""no"",""i_don_t_know_can_t_remember""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_receive_the_flu_vaccine_often_called_the_flu_shot2__date_flu_vaccine,"When did you receive the flu vaccine (often called the flu shot)? If you don?t recall the exact date, please provide the best estimate. | Date Flu Vaccine",,survey__weekly_survey_origcopy.csv,RADx-DHT
text,did_you_receive_a_covid_19_or_coronavirus_vaccine_recently2,"Did you receive a COVID-19 or coronavirus vaccine <span style=""""text-decoration: underline;"""">recently</span>?","[""no"",""yes"",""i_don_t_know_can_t_remember""]",survey__weekly_survey_origcopy.csv,RADx-DHT
text,when_did_you_receive_a_covid_19_or_coronavirus_vaccine2__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine??<br><em>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date",,survey__weekly_survey_origcopy.csv,RADx-DHT
