datatype,variable_name,description,value_constraints
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__new_loss_of_sense_of_smell_or_taste__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | 2 days ago","[""""2_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__new_loss_of_sense_of_smell_or_taste__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | 3 days ago","[""""3_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__new_loss_of_sense_of_smell_or_taste__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | 4 days ago","[""""4_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__new_loss_of_sense_of_smell_or_taste__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | 5 days ago","[""""5_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__new_loss_of_sense_of_smell_or_taste__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste | 6 days ago","[""""6_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | Today","[""""today""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | Yesterday","[""""yesterday""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 2 days ago","[""""2_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 3 days ago","[""""3_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 4 days ago","[""""4_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 5 days ago","[""""5_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 6 days ago","[""""6_days_ago""""]"
text,over_the_last_7_days_on_what_day_did_you_feel_the_worst,"Thinking about your flu-like or coronavirus-like symptoms over the last 7 days, on what day did you feel the <span style=""text-decoration: underline;"">worst</span>?","[""5_days_ago"",""6_days_ago"",""today"",""yesterday"",""2_days_ago"",""4_days_ago"",""3_days_ago""]"
text,did_you_seek_medical_help_from_a_healthcare_provider_testing_facility_or_healthcare_facility,"Did you seek medical help from a healthcare provider, testing facility, or healthcare facility (like a hospital) <span style=""text-decoration: underline;"">as a result of your flu-like or coronavirus-like symptoms?</span>","[""no"",""yes""]"
text,where_did_you_seek_care_from_a_healthcare_provider__primary_care_clinic_e_g_family_medicine_internal_medicine,"Where did you seek care from a <span style=""text-decoration: underline;"">healthcare provider</span>? Please select all that apply. | Primary care clinic (e.g. family medicine, internal medicine)","[""""primary_care_clinic_e_g_family_medicine_internal_medicine""""]"
text,where_did_you_seek_care_from_a_healthcare_provider__urgent_care_facility,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Urgent care facility","[""""urgent_care_facility""""]"
text,where_did_you_seek_care_from_a_healthcare_provider__emergency_room_er,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Emergency room (ER)","[""""emergency_room_er""""]"
text,where_did_you_seek_care_from_a_healthcare_provider__ear_nose_and_throat_ent_otolaryngology_clinic,"Where did you seek care from a <span style=""text-decoration: underline;"">healthcare provider</span>? Please select all that apply. | Ear, nose, and throat (ENT-otolaryngology) clinic","[""""ear_nose_and_throat_ent_otolaryngology_clinic""""]"
text,where_did_you_seek_care_from_a_healthcare_provider__infectious_disease_clinic,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Infectious disease clinic","[""""infectious_disease_clinic""""]"
text,where_did_you_seek_care_from_a_healthcare_provider__telemedicine_e_g_video_call_email,"Where did you seek care from a <span style=""text-decoration: underline;"">healthcare provider</span>? Please select all that apply. | Telemedicine (e.g., video call, email)","[""""telemedicine_e_g_video_call_email""""]"
text,where_did_you_seek_care_from_a_healthcare_provider__a_drive_through_or_walk_in_testing_facility,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | A drive through or walk-in testing facility","[""""a_drive_through_or_walk_in_testing_facility""""]"
text,where_did_you_seek_care_from_a_healthcare_provider__other,"Where did you seek care from a <span style=""""text-decoration: underline;"""">healthcare provider</span>? Please select all that apply. | Other"," "
text,did_you_complete_a_diagnostic_test_either_by_a_healthcare_provider_or_using_an_at_home_testing_kit,"Did you complete a diagnostic test, either by a healthcare provider or using an at-home testing kit?","[""yes"",""no""]"
text,what_kind_of_diagnostic_test_did_you_receive_or_complete_at_home,What kind of diagnostic test did you receive or complete at home?,"[""throat_swab"",""i_don_t_know_i_can_t_remember"",""nasal_swab_in_the_nose"",""a_saliva_sample_spit_in_a_tube""]"
text,what_kind_of_diagnostic_test_did_you_receive_or_complete_at_home__other,What kind of diagnostic test did you receive or complete at home? | Other," "
text,did_you_receive_a_diagnosis_of_flu_or_coronavirus_positive_or_negative_only_based_upon_your_symptoms_no_diagnostic_test_was_done,"Did you receive a diagnosis of flu or coronavirus (positive or negative) <span style=""""text-decoration: underline;"""">only based upon your symptoms (no diagnostic test was done)?</span>","[""yes"",""no"",""i_don_t_know_i_can_t_remember""]"
text,did_the_healthcare_provider_or_a_diagnostic_test_you_gave_to_yourself_diagnose_you_as_having_the_flu_or_coronavirus_also_known_as_covid_19,"Did the <span style=""text-decoration: underline;"">healthcare provider</span> or a <span style=""text-decoration: underline;"">diagnostic test you gave to yourself</span> diagnose you as having the flu or coronavirus (also known as COVID-19)?<br><br><em>If you completed an at-home test and received a positive diagnosis, please answer ?Yes? for the appropriate diagnosis here.</em>","[""yes_i_was_diagnosed_with_the_coronavirus_covid_19"",""yes_i_was_diagnosed_with_both_the_flu_and_the_coronavirus_covid_19"",""yes_i_was_diagnosed_with_the_flu"",""no_i_was_told_i_was_negative_for_the_flu_and_the_coronavirus_covid_19"",""i_am_waiting_for_my_diagnosis"",""i_don_t_know_i_can_t_remember""]"
text,were_you_hospitalized_as_a_consequence_of_this_flu_like_or_coronavirus_like_illness,"Were you hospitalized as a consequence of this <span style=""text-decoration: underline;"">flu-like or coronavirus-like illness?<br></span><em><br>Hospitalization is when you leave the emergency room (ER) and are admitted to the inpatient hospital based on a doctor?s order. Even if you stayed overnight in the ER, this is not considered a hospitalization.</em><span style=""text-decoration: underline;""><br></span>","[""no"",""yes""]"
text,while_you_were_hospitalized_for_your_flu_like_or_coronavirus_like_illness_did_you_receive_any_of_the_following_medications__no_i_did_not_receive_any_of_these_medications,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | No, I did not receive any of these medications","[""""no_i_did_not_receive_any_of_these_medications""""]"
text,while_you_were_hospitalized_for_your_flu_like_or_coronavirus_like_illness_did_you_receive_any_of_the_following_medications__remdesivir,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Remdesivir","[""""remdesivir""""]"
text,while_you_were_hospitalized_for_your_flu_like_or_coronavirus_like_illness_did_you_receive_any_of_the_following_medications__dexamethasone,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Dexamethasone","[""""dexamethasone""""]"
text,while_you_were_hospitalized_for_your_flu_like_or_coronavirus_like_illness_did_you_receive_any_of_the_following_medications__convalescent_plasma_plasma_from_someone_who_has_recovered_from_coronavirus,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Convalescent plasma (plasma from someone who has recovered from coronavirus)","[""""convalescent_plasma_plasma_from_someone_who_has_recovered_from_coronavirus""""]"
text,while_you_were_hospitalized_for_your_flu_like_or_coronavirus_like_illness_did_you_receive_any_of_the_following_medications__hydroxychloroquine,"While you were hospitalized for your flu-like or coronavirus-like illness, did you receive any of the following medications? | Hydroxychloroquine","[""""hydroxychloroquine""""]"
text,did_a_healthcare_provider_recommend_that_you_self_quarantine_or_isolate_stay_in_your_home_apartment_or_room_without_leaving,"Did a healthcare provider recommend that you self-quarantine or isolate (stay in your home, apartment, or room without leaving)?","[""i_don_t_know_i_can_t_remember"",""yes"",""no""]"
text,did_a_healthcare_provider_write_you_a_prescription_for_any_medications_to_treat_or_manage_your_current_symptoms,"Did a healthcare provider <span style=""""text-decoration: underline;"""">write you a prescription</span> for any <span style=""""text-decoration: underline;"""">medications</span> to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms?","[""i_don_t_know_i_can_t_remember"",""yes"",""no""]"
text,which_of_the_following_medications_were_you_prescribed_to_treat_or_manage_your_symptoms__xofluza_baloxavir_marboxil,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Xofluza (baloxavir marboxil),"[""""xofluza_baloxavir_marboxil""""]"
text,which_of_the_following_medications_were_you_prescribed_to_treat_or_manage_your_symptoms__tamiflu_oseltamivir,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Tamiflu (oseltamivir),"[""""tamiflu_oseltamivir""""]"
text,which_of_the_following_medications_were_you_prescribed_to_treat_or_manage_your_symptoms__relenza_zanamivir,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Relenza (zanamivir),"[""""relenza_zanamivir""""]"
text,which_of_the_following_medications_were_you_prescribed_to_treat_or_manage_your_symptoms__antibiotics_for_example_z_pak_amoxicillin_augmentin_doxycycline,"Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)","[""""antibiotics_for_example_z_pak_amoxicillin_augmentin_doxycycline""""]"
text,which_of_the_following_medications_were_you_prescribed_to_treat_or_manage_your_symptoms__something_else_not_listed_here,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply. | Something else not listed here,"[""""something_else_not_listed_here""""]"
text,when_did_you_take_your_first_dose_of_xofluza_baloxavir_marboxil__date_of_first_dose,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of Xofluza (baloxavir marboxil)? | Date of First Dose"," "
text,did_you_ever_miss_any_doses_or_decide_not_to_take_xofluza_baloxavir_marboxil,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span>?Xofluza (baloxavir marboxil)?","[""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_missed_one_or_more_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_don_t_know_i_can_t_remember""]"
text,when_did_you_take_your_first_dose_of_tamiflu_oseltamivir__date_of_first_dose,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of Tamiflu (oseltamivir)? | Date of First Dose"," "
text,did_you_ever_miss_any_doses_or_decide_not_to_take_tamiflu_oseltamivir,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> Tamiflu (oseltamivir)?","[""i_did_not_miss_any_doses_of_medication"",""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember""]"
text,when_did_you_take_your_first_dose_of_relenza_zanamivir__date_of_first_dose,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of Relenza (zanamivir)? | Date of First Dose"," "
text,did_you_ever_miss_any_doses_or_decide_not_to_take_relenza_zanamivir,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> Relenza (zanamivir)?","[""i_did_not_miss_any_doses_of_medication"",""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember""]"
text,when_did_you_take_your_first_dose_of_antibiotics__date_of_first_dose,"When did you take your <span style=""text-decoration: underline;"">first dose</span> of antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)? | Date of First Dose"," "
text,did_you_ever_miss_any_doses_or_decide_not_to_take_antibiotics,"Did you ever <span style=""text-decoration: underline;"">miss any doses</span> or <span style=""text-decoration: underline;"">decide not to take</span>?antibiotics (for example, Z-pak, amoxicillin, Augmentin, doxycycline)?","[""i_missed_one_or_more_doses_of_this_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_don_t_know_i_can_t_remember""]"
text,when_did_you_take_your_first_dose_of_the_other_medication_not_listed__date_of_first_dose,"When did you take your <span style=""""text-decoration: underline;"""">first dose</span> of the """"other"""" medication not listed? | Date of First Dose"," "
text,did_you_ever_miss_any_doses_or_decide_not_to_take_the_other_medication_not_listed,"Did you ever <span style=""""text-decoration: underline;"""">miss any doses</span> or <span style=""""text-decoration: underline;"""">decide not to take</span> the """"other"""" medication not listed?","[""i_missed_one_or_more_doses_of_this_medication"",""i_did_not_miss_any_doses_of_medication"",""i_decided_not_to_take_any_of_the_doses_of_this_medication"",""i_don_t_know_i_can_t_remember""]"
text,did_you_take_any_over_the_counter_non_prescription_medications_to_treat_or_manage_your_current_symptoms_in_the_past_7_days,"Did you take any <span style=""""text-decoration: underline;"""">over-the-counter (non-prescription)</span> medications to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 7 days</span>?","[""no"",""yes"",""i_don_t_know_i_can_t_remember""]"
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__fever_reducers_or_pain_relievers,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Fever reducers or pain relievers (ibuprofen, aspirin, Advil, Tylenol, Aleve, acetaminophen)","[""""fever_reducers_or_pain_relievers""""]"
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__cough_suppressants,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Cough suppressants (Delsym, Robitussin, dextromethorphan)","[""""cough_suppressants""""]"
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__chest_or_mucus_decongestants,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Chest or mucus decongestants (Mucinex, guaifenesin)","[""""chest_or_mucus_decongestants""""]"
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__medicine_to_help_with_sleep_and_symptoms,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Medicine to help with sleep and symptoms (Nyquil, Delsym Cough + Cold Night Time)","[""""medicine_to_help_with_sleep_and_symptoms""""]"
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__nasal_decongestants,"Which of the following <span style=""text-decoration: underline;"">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""text-decoration: underline;"">treat or manage</span> your current symptoms in the <span style=""text-decoration: underline;"">past 24 hours</span>? Select all that apply. | Nasal decongestants (Sudafed, Sudafed PE, Afrin, Flonase, phenylephrine, pseudoephedrine, fluticasone propionate)","[""""nasal_decongestants""""]"
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__i_don_t_know_i_can_t_remember,"Which of the following <span style=""""text-decoration: underline;"""">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 24 hours</span>? Select all that apply. | I don?t know / I can?t remember","[""""i_don_t_know_i_can_t_remember""""]"
text,which_of_the_following_over_the_counter_medications_did_you_personally_decide_to_take_to_treat_or_manage_your_current_symptoms_in_the_past_24_hours__other,"Which of the following <span style=""""text-decoration: underline;"""">over-the-counter (not a prescription)</span> medications did you personally decide to take to <span style=""""text-decoration: underline;"""">treat or manage</span> your current symptoms in the <span style=""""text-decoration: underline;"""">past 24 hours</span>? Select all that apply. | Other"," "
text,did_you_miss_school_or_were_you_unable_to_work_either_at_home_or_in_an_office_due_to_your_flu_like_or_coronavirus_like_illness,"Did you miss school or were you unable to work (either at home or in an office) due to your flu-like or coronavirus-like illness? <em>If you complete unpaid home-based work, such as being a caregiver or consider yourself a homemaker, please also report this as work.</em>","[""i_missed_2_days_of_school_or_work"",""i_missed_more_than_3_days_of_school_or_work"",""i_am_retired_and_or_school_or_work_days_don_t_apply_to_me"",""i_missed_1_day_of_school_or_work"",""i_missed_3_days_of_school_or_work"",""my_illness_occurred_on_a_weekend_or_other_days_off"",""i_don_t_know_i_don_t_remember"",""no_i_did_not_miss_any_school_or_work_during_my_illness""]"
text,have_any_members_of_your_household_other_than_yourself_experienced_flu_like_or_coronavirus_like_symptoms_recently,Have any members of your household (other than yourself) experienced<em> flu-like</em> or <em>coronavirus-like</em> symptoms recently?,"[""yes_within_the_last_7_days"",""yes_within_the_last_14_days"",""yes_more_than_14_days_ago"",""no"",""i_live_alone""]"
text,has_anyone_else_you_regularly_interact_with_outside_your_household,"Has anyone else you regularly interact with outside your household (e.g., family members, friends, coworkers, acquaintances) experienced <em>flu-like</em> or <em>coronavirus-like</em> symptoms recently?","[""yes_within_the_last_14_days"",""yes_more_than_14_days_ago"",""yes_within_the_last_7_days"",""no"",""i_don_t_know_i_m_not_sure""]"
text,in_the_past_7_days_have_you_had_direct_contact_with_anyone_who_was_recently_diagnosed_with_covid_19_or_the_flu,"In the past 7 days, have you had direct contact with anyone who was <span style=""text-decoration: underline;"">recently</span> diagnosed with COVID-19 or the flu?<br><br><em>?Direct contact"" means: a conversation lasting more than 5 minutes with a person who is closer than 6 feet away from you or physical contact like handshaking, hugging, or kissing.</em>","[""no"",""yes""]"
text,was_this_person_a_member_of_your_household,Was this person a member of your household?,"[""no"",""yes""]"
text,did_you_receive_the_flu_vaccine_often_called_the_flu_shot_recently,"Did you receive the flu vaccine (often called the flu shot) <span style=""""text-decoration: underline;"""">recently</span>?<span id=""""mce_0_start"""" style=""""line-height: 0px;"""">?</span>","[""i_don_t_know_can_t_remember"",""no"",""yes""]"
text,when_did_you_receive_the_flu_vaccine_often_called_the_flu_shot__flu_vaccine_date,"When did you receive the flu vaccine (often called the flu shot)? If you don?t recall the exact date, please provide the best estimate. | Flu/Vaccine Date"," "
text,did_you_receive_a_covid_19_or_coronavirus_vaccine_recently2,Did you receive a COVID-19 or coronavirus vaccine recently?,"[""no"",""yes"",""i_don_t_know_can_t_remember""]"
text,when_did_you_receive_a_covid_19_or_coronavirus_vaccine2__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine?<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date"," "
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__none_of_these_activities,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | None of these activities","[""""none_of_these_activities""""]"
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Gone to work or school outside the place where you are currently staying or living","[""""gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living""""]"
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__gone_to_a_market_grocery_store_or_pharmacy,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Gone to a market, grocery store, or pharmacy","[""""gone_to_a_market_grocery_store_or_pharmacy""""]"
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__gone_to_a_bar_restaurant_or_cafe,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Gone to a bar, restaurant, or cafe","[""""gone_to_a_bar_restaurant_or_cafe""""]"
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__spent_time_with_someone_who_isnt_currently_staying_or_living_with_you,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Spent time with someone who isn't currently staying or living with you","[""""spent_time_with_someone_who_isnt_currently_staying_or_living_with_you""""]"
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__attended_an_event_or_activity_with_more_than_10_people,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Attended an event or activity with more than 10 people","[""""attended_an_event_or_activity_with_more_than_10_people""""]"
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__used_public_transportation_like_a_bus_subway_or_train,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Used public transportation (like a bus, subway, or train)","[""""used_public_transportation_like_a_bus_subway_or_train""""]"
text,in_the_past_7_days_have_you_done_any_of_the_following_activities__traveled_on_an_airplane,"In the <span style=""text-decoration: underline;"">past 7 days</span>, have you done any of the following activities? Please select all that apply. | Traveled on an airplane","[""""traveled_on_an_airplane""""]"
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__none_of_the_activity_options_listed,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | None of the activity options listed","[""""none_of_the_activity_options_listed""""]"
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Gone to work or school outside the place where you are currently staying or living","[""""gone_to_work_or_school_outside_the_place_where_you_are_currently_staying_or_living""""]"
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__gone_to_a_market_grocery_store_or_pharmacy,"During which of these activities in the <span style=""text-decoration: underline;"">past 7 days</span> did you wear a mask? Please select all that apply. | Gone to a market, grocery store, or pharmacy","[""""gone_to_a_market_grocery_store_or_pharmacy""""]"
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__gone_to_a_bar_restaurant_or_cafe,"During which of these activities in the <span style=""text-decoration: underline;"">past 7 days</span> did you wear a mask? Please select all that apply. | Gone to a bar, restaurant, or cafe","[""""gone_to_a_bar_restaurant_or_cafe""""]"
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__spent_time_with_someone_who_isnt_currently_staying_or_living_with_you,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Spent time with someone who isn't currently staying or living with you","[""""spent_time_with_someone_who_isnt_currently_staying_or_living_with_you""""]"
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__attended_an_event_or_activity_with_more_than_10_people,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Attended an event or activity with more than 10 people","[""""attended_an_event_or_activity_with_more_than_10_people""""]"
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__used_public_transportation_like_a_bus_subway_or_train,"During which of these activities in the <span style=""text-decoration: underline;"">past 7 days</span> did you wear a mask? Please select all that apply. | Used public transportation (like a bus, subway, or train)","[""""used_public_transportation_like_a_bus_subway_or_train""""]"
text,during_which_of_these_activities_in_the_past_7_days_did_you_wear_a_mask__traveled_on_an_airplane,"During which of these activities in the <span style=""""text-decoration: underline;"""">past 7 days</span> did you wear a mask? Please select all that apply. | Traveled on an airplane","[""""traveled_on_an_airplane""""]"
text,in_the_past_7_days_how_many_people_have_you_had_direct_contact_with_outside_of_your_household,"In the past 7 days, how many people have you had direct contact with, outside of your household? Your best estimate is fine.<br><br><em>""Direct contact"" means: a conversation lasting more than 5 minutes with a person who is closer than 6 feet away from you, or physical contact like hand-shaking, hugging, or kissing.</em>"," "
text,in_the_past_7_days_how_often_did_you_wear_a_mask_when_in_public,"In the past 7 days, how often did you wear a mask when in public??","[""none_of_the_time"",""all_the_time"",""most_of_the_time"",""some_of_the_time"",""a_little_of_the_time"",""i_have_not_been_in_public_during_the_past_7_days""]"
text,in_the_past_7_days_have_you_traveled_outside_of_your_state,"In the past 7 days, have you traveled outside of your state?","[""no"",""yes""]"
text,in_the_past_14_days_did_you_complete_a_survey_and_report_experiencing_flu_like_or_coronavirus_like_symptoms,"In the past 14 days, did you complete a survey and report <em>experiencing flu-like</em> or <em>coronavirus-like symptoms</em>?","[""no"",""i_dont_know_i_dont_remember"",""yes""]"
text,when_did_you_feel_like_you_were_completely_recovered_from_the_flu_like_or_coronavirus_like_illness_that_you_reported_on_a_previous_survey__date_recovered,"When did you feel like you were completely recovered from the flu-like or coronavirus-like illness that you reported on a previous survey? If you don?t recall the exact date, please provide the best estimate. | Date Recovered"," "
text,have_you_been_tested_for_coronavirus_also_known_as_covid_19_in_the_past_7_days,"Have you been tested for coronavirus (also known as COVID-19) in the past 7 days?<br><em>If you completed an at-home test for COVID-19, please answer ?Yes? here.</em>","[""yes"",""no""]"
text,did_you_test_positive_for_coronavirus_also_known_as_covid_19,Did you test positive for coronavirus (also known as COVID-19)?,"[""no"",""i_am_waiting_for_my_diagnosis"",""i_don_t_know_i_can_t_remember"",""yes""]"
text,when_did_you_receive_your_diagnosis__date_received_diagnosis,"When did you receive your diagnosis? If you don?t recall the exact date, please provide the best estimate. | Date Received Diagnosis"," "
